item_name,wav_path,wav_fn,language,singer,song_name,group_name,mix,falsetto,breathy,vibrato,glissando,pharyngeal,any_tech,mix_variant,label_signature,binary_role,mix_prob,threshold_gap,increment_selection_role,increment_rank,increment_pool_size,increment_reference_field,increment_reference_value,fp_margin,increment_repeat_index,increment_repeat_count
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#后来#Control_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\后来\Control_Group\0008.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/后来/Control_Group/0008.wav,Chinese,ZH-Alto-1,后来,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#后来#Control_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\后来\Control_Group\0009.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/后来/Control_Group/0009.wav,Chinese,ZH-Alto-1,后来,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#后来#Control_Group#0011,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\后来\Control_Group\0011.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/后来/Control_Group/0011.wav,Chinese,ZH-Alto-1,后来,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#后来#Control_Group#0013,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\后来\Control_Group\0013.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/后来/Control_Group/0013.wav,Chinese,ZH-Alto-1,后来,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0000.wav,Chinese/ZH-Alto-1/Pharyngeal/听海/Control_Group/0000.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0001.wav,Chinese/ZH-Alto-1/Pharyngeal/听海/Control_Group/0001.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0003.wav,Chinese/ZH-Alto-1/Pharyngeal/听海/Control_Group/0003.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0004.wav,Chinese/ZH-Alto-1/Pharyngeal/听海/Control_Group/0004.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0005.wav,Chinese/ZH-Alto-1/Pharyngeal/听海/Control_Group/0005.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0007.wav,Chinese/ZH-Alto-1/Pharyngeal/听海/Control_Group/0007.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0008.wav,Chinese/ZH-Alto-1/Pharyngeal/听海/Control_Group/0008.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0009.wav,Chinese/ZH-Alto-1/Pharyngeal/听海/Control_Group/0009.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0010.wav,Chinese/ZH-Alto-1/Pharyngeal/听海/Control_Group/0010.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0011,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0011.wav,Chinese/ZH-Alto-1/Pharyngeal/听海/Control_Group/0011.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0012,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0012.wav,Chinese/ZH-Alto-1/Pharyngeal/听海/Control_Group/0012.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0014,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0014.wav,Chinese/ZH-Alto-1/Pharyngeal/听海/Control_Group/0014.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#告白气球#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\告白气球\Control_Group\0001.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/告白气球/Control_Group/0001.wav,Chinese,ZH-Alto-1,告白气球,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#告白气球#Control_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\告白气球\Control_Group\0007.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/告白气球/Control_Group/0007.wav,Chinese,ZH-Alto-1,告白气球,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#告白气球#Control_Group#0011,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\告白气球\Control_Group\0011.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/告白气球/Control_Group/0011.wav,Chinese,ZH-Alto-1,告白气球,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Vibrato#多远都要在一起#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\多远都要在一起\Control_Group\0001.wav,Chinese/ZH-Alto-1/Vibrato/多远都要在一起/Control_Group/0001.wav,Chinese,ZH-Alto-1,多远都要在一起,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Vibrato#多远都要在一起#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\多远都要在一起\Control_Group\0002.wav,Chinese/ZH-Alto-1/Vibrato/多远都要在一起/Control_Group/0002.wav,Chinese,ZH-Alto-1,多远都要在一起,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Vibrato#多远都要在一起#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\多远都要在一起\Control_Group\0003.wav,Chinese/ZH-Alto-1/Vibrato/多远都要在一起/Control_Group/0003.wav,Chinese,ZH-Alto-1,多远都要在一起,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Vibrato#多远都要在一起#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\多远都要在一起\Control_Group\0004.wav,Chinese/ZH-Alto-1/Vibrato/多远都要在一起/Control_Group/0004.wav,Chinese,ZH-Alto-1,多远都要在一起,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#大鱼#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\大鱼\Control_Group\0000.wav,Chinese/ZH-Alto-1/Pharyngeal/大鱼/Control_Group/0000.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#大鱼#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\大鱼\Control_Group\0003.wav,Chinese/ZH-Alto-1/Pharyngeal/大鱼/Control_Group/0003.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#大鱼#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\大鱼\Control_Group\0004.wav,Chinese/ZH-Alto-1/Pharyngeal/大鱼/Control_Group/0004.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#大鱼#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\大鱼\Control_Group\0005.wav,Chinese/ZH-Alto-1/Pharyngeal/大鱼/Control_Group/0005.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#大鱼#Control_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\大鱼\Control_Group\0007.wav,Chinese/ZH-Alto-1/Pharyngeal/大鱼/Control_Group/0007.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#大鱼#Control_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\大鱼\Control_Group\0008.wav,Chinese/ZH-Alto-1/Pharyngeal/大鱼/Control_Group/0008.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#大鱼#Control_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\大鱼\Control_Group\0009.wav,Chinese/ZH-Alto-1/Pharyngeal/大鱼/Control_Group/0009.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#大鱼#Control_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\大鱼\Control_Group\0010.wav,Chinese/ZH-Alto-1/Pharyngeal/大鱼/Control_Group/0010.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#大鱼#Control_Group#0011,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\大鱼\Control_Group\0011.wav,Chinese/ZH-Alto-1/Pharyngeal/大鱼/Control_Group/0011.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#大鱼#Control_Group#0012,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\大鱼\Control_Group\0012.wav,Chinese/ZH-Alto-1/Pharyngeal/大鱼/Control_Group/0012.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#大鱼#Control_Group#0013,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\大鱼\Control_Group\0013.wav,Chinese/ZH-Alto-1/Pharyngeal/大鱼/Control_Group/0013.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#大鱼#Control_Group#0014,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\大鱼\Control_Group\0014.wav,Chinese/ZH-Alto-1/Pharyngeal/大鱼/Control_Group/0014.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#大鱼#Control_Group#0015,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\大鱼\Control_Group\0015.wav,Chinese/ZH-Alto-1/Pharyngeal/大鱼/Control_Group/0015.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Vibrato#大鱼#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\大鱼\Control_Group\0000.wav,Chinese/ZH-Alto-1/Vibrato/大鱼/Control_Group/0000.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Vibrato#大鱼#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\大鱼\Control_Group\0002.wav,Chinese/ZH-Alto-1/Vibrato/大鱼/Control_Group/0002.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Vibrato#大鱼#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\大鱼\Control_Group\0003.wav,Chinese/ZH-Alto-1/Vibrato/大鱼/Control_Group/0003.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Vibrato#大鱼#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\大鱼\Control_Group\0004.wav,Chinese/ZH-Alto-1/Vibrato/大鱼/Control_Group/0004.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Vibrato#大鱼#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\大鱼\Control_Group\0005.wav,Chinese/ZH-Alto-1/Vibrato/大鱼/Control_Group/0005.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Vibrato#大鱼#Control_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\大鱼\Control_Group\0006.wav,Chinese/ZH-Alto-1/Vibrato/大鱼/Control_Group/0006.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Vibrato#大鱼#Control_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\大鱼\Control_Group\0008.wav,Chinese/ZH-Alto-1/Vibrato/大鱼/Control_Group/0008.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Vibrato#大鱼#Control_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\大鱼\Control_Group\0009.wav,Chinese/ZH-Alto-1/Vibrato/大鱼/Control_Group/0009.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Vibrato#大鱼#Control_Group#0013,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\大鱼\Control_Group\0013.wav,Chinese/ZH-Alto-1/Vibrato/大鱼/Control_Group/0013.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Vibrato#大鱼#Control_Group#0014,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\大鱼\Control_Group\0014.wav,Chinese/ZH-Alto-1/Vibrato/大鱼/Control_Group/0014.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Vibrato#大鱼#Control_Group#0015,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\大鱼\Control_Group\0015.wav,Chinese/ZH-Alto-1/Vibrato/大鱼/Control_Group/0015.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#失落沙洲#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Control_Group\0001.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Control_Group/0001.wav,Chinese,ZH-Alto-1,失落沙洲,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#失落沙洲#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Control_Group\0002.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Control_Group/0002.wav,Chinese,ZH-Alto-1,失落沙洲,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#失落沙洲#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Control_Group\0004.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Control_Group/0004.wav,Chinese,ZH-Alto-1,失落沙洲,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#失落沙洲#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Control_Group\0005.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Control_Group/0005.wav,Chinese,ZH-Alto-1,失落沙洲,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#失落沙洲#Control_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Control_Group\0006.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Control_Group/0006.wav,Chinese,ZH-Alto-1,失落沙洲,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Breathy#失落沙洲#Control_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\失落沙洲\Control_Group\0007.wav,Chinese/ZH-Alto-1/Breathy/失落沙洲/Control_Group/0007.wav,Chinese,ZH-Alto-1,失落沙洲,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#失落沙洲#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\失落沙洲\Control_Group\0000.wav,Chinese/ZH-Alto-1/Pharyngeal/失落沙洲/Control_Group/0000.wav,Chinese,ZH-Alto-1,失落沙洲,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#失落沙洲#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\失落沙洲\Control_Group\0002.wav,Chinese/ZH-Alto-1/Pharyngeal/失落沙洲/Control_Group/0002.wav,Chinese,ZH-Alto-1,失落沙洲,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#失落沙洲#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\失落沙洲\Control_Group\0003.wav,Chinese/ZH-Alto-1/Pharyngeal/失落沙洲/Control_Group/0003.wav,Chinese,ZH-Alto-1,失落沙洲,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#失落沙洲#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\失落沙洲\Control_Group\0005.wav,Chinese/ZH-Alto-1/Pharyngeal/失落沙洲/Control_Group/0005.wav,Chinese,ZH-Alto-1,失落沙洲,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#失落沙洲#Control_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\失落沙洲\Control_Group\0006.wav,Chinese/ZH-Alto-1/Pharyngeal/失落沙洲/Control_Group/0006.wav,Chinese,ZH-Alto-1,失落沙洲,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#失落沙洲#Control_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\失落沙洲\Control_Group\0007.wav,Chinese/ZH-Alto-1/Pharyngeal/失落沙洲/Control_Group/0007.wav,Chinese,ZH-Alto-1,失落沙洲,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#失落沙洲#Control_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\失落沙洲\Control_Group\0008.wav,Chinese/ZH-Alto-1/Pharyngeal/失落沙洲/Control_Group/0008.wav,Chinese,ZH-Alto-1,失落沙洲,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#失落沙洲#Control_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\失落沙洲\Control_Group\0009.wav,Chinese/ZH-Alto-1/Pharyngeal/失落沙洲/Control_Group/0009.wav,Chinese,ZH-Alto-1,失落沙洲,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#失落沙洲#Control_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\失落沙洲\Control_Group\0010.wav,Chinese/ZH-Alto-1/Pharyngeal/失落沙洲/Control_Group/0010.wav,Chinese,ZH-Alto-1,失落沙洲,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
Chinese#ZH-Alto-1#Pharyngeal#失落沙洲#Control_Group#0011,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\失落沙洲\Control_Group\0011.wav,Chinese/ZH-Alto-1/Pharyngeal/失落沙洲/Control_Group/0011.wav,Chinese,ZH-Alto-1,失落沙洲,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,,,,,,,,,,
