item_name,wav_path,wav_fn,language,singer,song_name,group_name,mix,falsetto,breathy,vibrato,glissando,pharyngeal,any_tech,mix_variant,label_signature,binary_role
Chinese#ZH-Alto-1#Glissando#十年#Control_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\十年\Control_Group\0010.wav,Chinese/ZH-Alto-1/Glissando/十年/Control_Group/0010.wav,Chinese,ZH-Alto-1,十年,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative
Chinese#ZH-Alto-1#Pharyngeal#大鱼#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\大鱼\Control_Group\0002.wav,Chinese/ZH-Alto-1/Pharyngeal/大鱼/Control_Group/0002.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative
Chinese#ZH-Alto-1#Vibrato#大鱼#Control_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\大鱼\Control_Group\0007.wav,Chinese/ZH-Alto-1/Vibrato/大鱼/Control_Group/0007.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0015,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0015.wav,Chinese/ZH-Alto-1/Pharyngeal/听海/Control_Group/0015.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#老男孩#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\老男孩\Control_Group\0003.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/老男孩/Control_Group/0003.wav,Chinese,ZH-Alto-1,老男孩,Control_Group,0,0,0,1,1,0,1,non_mix,000110,control_negative
Chinese#ZH-Alto-1#Vibrato#不再见#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0000.wav,Chinese/ZH-Alto-1/Vibrato/不再见/Control_Group/0000.wav,Chinese,ZH-Alto-1,不再见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0002.wav,Chinese/ZH-Alto-1/Pharyngeal/听海/Control_Group/0002.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#剑伤#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\剑伤\Control_Group\0004.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/剑伤/Control_Group/0004.wav,Chinese,ZH-Alto-1,剑伤,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative
Chinese#ZH-Alto-1#Vibrato#安和桥#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\安和桥\Control_Group\0005.wav,Chinese/ZH-Alto-1/Vibrato/安和桥/Control_Group/0005.wav,Chinese,ZH-Alto-1,安和桥,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative
Chinese#ZH-Alto-1#Breathy#成都#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\成都\Control_Group\0001.wav,Chinese/ZH-Alto-1/Breathy/成都/Control_Group/0001.wav,Chinese,ZH-Alto-1,成都,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative
