item_name,wav_path,wav_fn,language,singer,song_name,group_name,mix,falsetto,breathy,vibrato,glissando,pharyngeal,any_tech,mix_variant,label_signature,binary_role,mix_prob,fp_margin,increment_selection_role,increment_rank,increment_pool_size,increment_reference_field,increment_reference_value
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Enchanted#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Enchanted\Control_Group\0005.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Enchanted/Control_Group/0005.wav,English,EN-Tenor-1,Enchanted,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.876459,0.451459,hard_negative,51,96,mix_prob,0.876459
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Take a Bow#Falsetto_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Take a Bow\Falsetto_Group\0008.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Falsetto_Group/0008.wav,English,EN-Tenor-1,Take a Bow,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.875761,0.450761,hard_negative,52,96,mix_prob,0.875761
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Shallow#Falsetto_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Shallow\Falsetto_Group\0000.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Shallow/Falsetto_Group/0000.wav,English,EN-Tenor-1,Shallow,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.872528,0.447528,hard_negative,53,96,mix_prob,0.872528
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Dark Paradise#Falsetto_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Dark Paradise\Falsetto_Group\0000.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Dark Paradise/Falsetto_Group/0000.wav,English,EN-Tenor-1,Dark Paradise,Falsetto_Group,0,1,1,0,0,0,1,non_mix,011000,falsetto_group,0.855055,0.430055,hard_negative,54,96,mix_prob,0.855055
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Style#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Style\Control_Group\0002.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Style/Control_Group/0002.wav,English,EN-Tenor-1,Style,Control_Group,0,0,0,0,0,0,0,non_mix,000000,control_negative,0.854386,0.429386,hard_negative,55,96,mix_prob,0.854386
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Firework#Falsetto_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Firework\Falsetto_Group\0001.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Firework/Falsetto_Group/0001.wav,English,EN-Tenor-1,Firework,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.850151,0.425151,hard_negative,56,96,mix_prob,0.850151
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Call Out My Name#Falsetto_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Call Out My Name\Falsetto_Group\0002.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Call Out My Name/Falsetto_Group/0002.wav,English,EN-Tenor-1,Call Out My Name,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.848192,0.423192,hard_negative,57,96,mix_prob,0.848192
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Firework#Falsetto_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Firework\Falsetto_Group\0010.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Firework/Falsetto_Group/0010.wav,English,EN-Tenor-1,Firework,Falsetto_Group,0,1,0,0,0,0,1,non_mix,010000,falsetto_group,0.846228,0.421228,hard_negative,58,96,mix_prob,0.846228
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Wildest Dreams#Falsetto_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Wildest Dreams\Falsetto_Group\0004.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Wildest Dreams/Falsetto_Group/0004.wav,English,EN-Tenor-1,Wildest Dreams,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.845621,0.420621,hard_negative,59,96,mix_prob,0.845621
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Take a Bow#Falsetto_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Take a Bow\Falsetto_Group\0005.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Falsetto_Group/0005.wav,English,EN-Tenor-1,Take a Bow,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.840174,0.415174,hard_negative,60,96,mix_prob,0.840174
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Umbrella#Falsetto_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Umbrella\Falsetto_Group\0005.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Umbrella/Falsetto_Group/0005.wav,English,EN-Tenor-1,Umbrella,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.838651,0.413651,hard_negative,61,96,mix_prob,0.838651
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Wildest Dreams#Falsetto_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Wildest Dreams\Falsetto_Group\0006.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Wildest Dreams/Falsetto_Group/0006.wav,English,EN-Tenor-1,Wildest Dreams,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.829557,0.404557,hard_negative,62,96,mix_prob,0.829557
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Diamonds#Falsetto_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Diamonds\Falsetto_Group\0002.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Diamonds/Falsetto_Group/0002.wav,English,EN-Tenor-1,Diamonds,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.819109,0.394109,hard_negative,63,96,mix_prob,0.819109
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#August#Falsetto_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\August\Falsetto_Group\0006.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/August/Falsetto_Group/0006.wav,English,EN-Tenor-1,August,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.816966,0.391966,hard_negative,64,96,mix_prob,0.816966
English#EN-Tenor-1#Glissando#Someone Like You#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Glissando\Someone Like You\Control_Group\0002.wav,English/EN-Tenor-1/Glissando/Someone Like You/Control_Group/0002.wav,English,EN-Tenor-1,Someone Like You,Control_Group,0,0,0,0,0,0,0,non_mix,000000,control_negative,0.81306,0.38806,hard_negative,65,96,mix_prob,0.81306
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Umbrella#Falsetto_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Umbrella\Falsetto_Group\0000.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Umbrella/Falsetto_Group/0000.wav,English,EN-Tenor-1,Umbrella,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.811495,0.386495,hard_negative,66,96,mix_prob,0.811495
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Summertime Sadness#Falsetto_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Summertime Sadness\Falsetto_Group\0000.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Summertime Sadness/Falsetto_Group/0000.wav,English,EN-Tenor-1,Summertime Sadness,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.808343,0.383343,hard_negative,67,96,mix_prob,0.808343
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#What Was I Made For？#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\What Was I Made For？\Control_Group\0003.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/What Was I Made For？/Control_Group/0003.wav,English,EN-Tenor-1,What Was I Made For？,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.806372,0.381372,hard_negative,68,96,mix_prob,0.806372
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#You Belong With Me#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\You Belong With Me\Control_Group\0004.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/You Belong With Me/Control_Group/0004.wav,English,EN-Tenor-1,You Belong With Me,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.801171,0.376171,hard_negative,69,96,mix_prob,0.801171
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Style#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Style\Control_Group\0005.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Style/Control_Group/0005.wav,English,EN-Tenor-1,Style,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.792281,0.367281,hard_negative,70,96,mix_prob,0.792281
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Umbrella#Falsetto_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Umbrella\Falsetto_Group\0004.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Umbrella/Falsetto_Group/0004.wav,English,EN-Tenor-1,Umbrella,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.787916,0.362916,hard_negative,71,96,mix_prob,0.787916
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Blank Space#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Blank Space\Control_Group\0003.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Blank Space/Control_Group/0003.wav,English,EN-Tenor-1,Blank Space,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.785579,0.360579,hard_negative,72,96,mix_prob,0.785579
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#August#Falsetto_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\August\Falsetto_Group\0004.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/August/Falsetto_Group/0004.wav,English,EN-Tenor-1,August,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.7792,0.3542,hard_negative,73,96,mix_prob,0.7792
English#EN-Tenor-1#Glissando#Someone Like You#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Glissando\Someone Like You\Control_Group\0001.wav,English/EN-Tenor-1/Glissando/Someone Like You/Control_Group/0001.wav,English,EN-Tenor-1,Someone Like You,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.777375,0.352375,hard_negative,74,96,mix_prob,0.777375
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Sparks Fly#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Sparks Fly\Control_Group\0000.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Sparks Fly/Control_Group/0000.wav,English,EN-Tenor-1,Sparks Fly,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.771223,0.346223,hard_negative,75,96,mix_prob,0.771223
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Someone You Loved#Falsetto_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Someone You Loved\Falsetto_Group\0008.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0008.wav,English,EN-Tenor-1,Someone You Loved,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.769352,0.344352,hard_negative,76,96,mix_prob,0.769352
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Firework#Falsetto_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Firework\Falsetto_Group\0005.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Firework/Falsetto_Group/0005.wav,English,EN-Tenor-1,Firework,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.753408,0.328408,hard_negative,77,96,mix_prob,0.753408
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Summertime Sadness#Falsetto_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Summertime Sadness\Falsetto_Group\0003.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Summertime Sadness/Falsetto_Group/0003.wav,English,EN-Tenor-1,Summertime Sadness,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.750921,0.325921,hard_negative,78,96,mix_prob,0.750921
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Back to December#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Back to December\Control_Group\0001.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Control_Group/0001.wav,English,EN-Tenor-1,Back to December,Control_Group,0,0,0,1,1,0,1,non_mix,000110,control_negative,0.74231,0.31731,hard_negative,79,96,mix_prob,0.74231
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Style#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Style\Control_Group\0003.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Style/Control_Group/0003.wav,English,EN-Tenor-1,Style,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.733353,0.308353,hard_negative,80,96,mix_prob,0.733353
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Cardigan#Falsetto_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Cardigan\Falsetto_Group\0004.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Cardigan/Falsetto_Group/0004.wav,English,EN-Tenor-1,Cardigan,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.727403,0.302403,hard_negative,81,96,mix_prob,0.727403
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#You Belong With Me#Falsetto_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\You Belong With Me\Falsetto_Group\0008.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/You Belong With Me/Falsetto_Group/0008.wav,English,EN-Tenor-1,You Belong With Me,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.724114,0.299114,hard_negative,82,96,mix_prob,0.724114
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Exile#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Exile\Control_Group\0000.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Exile/Control_Group/0000.wav,English,EN-Tenor-1,Exile,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.718191,0.293191,hard_negative,83,96,mix_prob,0.718191
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Someone You Loved#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Someone You Loved\Control_Group\0005.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Control_Group/0005.wav,English,EN-Tenor-1,Someone You Loved,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.71142,0.28642,hard_negative,84,96,mix_prob,0.71142
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Lavender Haze#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Lavender Haze\Control_Group\0001.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Lavender Haze/Control_Group/0001.wav,English,EN-Tenor-1,Lavender Haze,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.707802,0.282802,hard_negative,85,96,mix_prob,0.707802
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#I Knew You Were Trouble#Control_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\I Knew You Were Trouble\Control_Group\0006.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/I Knew You Were Trouble/Control_Group/0006.wav,English,EN-Tenor-1,I Knew You Were Trouble,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.705904,0.280904,hard_negative,86,96,mix_prob,0.705904
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Diamonds#Falsetto_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Diamonds\Falsetto_Group\0008.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Diamonds/Falsetto_Group/0008.wav,English,EN-Tenor-1,Diamonds,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.70535,0.28035,hard_negative,87,96,mix_prob,0.70535
English#EN-Tenor-1#Breathy#All I Ask#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Breathy\All I Ask\Control_Group\0001.wav,English/EN-Tenor-1/Breathy/All I Ask/Control_Group/0001.wav,English,EN-Tenor-1,All I Ask,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.694895,0.269895,hard_negative,88,96,mix_prob,0.694895
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Firework#Control_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Firework\Control_Group\0006.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Firework/Control_Group/0006.wav,English,EN-Tenor-1,Firework,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.69483,0.26983,hard_negative,89,96,mix_prob,0.69483
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Rolling in the Deep#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Rolling in the Deep\Control_Group\0004.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Rolling in the Deep/Control_Group/0004.wav,English,EN-Tenor-1,Rolling in the Deep,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.687904,0.262904,hard_negative,90,96,mix_prob,0.687904
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Call Out My Name#Falsetto_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Call Out My Name\Falsetto_Group\0004.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Call Out My Name/Falsetto_Group/0004.wav,English,EN-Tenor-1,Call Out My Name,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.675613,0.250613,hard_negative,91,96,mix_prob,0.675613
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Back to December#Control_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Back to December\Control_Group\0000.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Back to December/Control_Group/0000.wav,English,EN-Tenor-1,Back to December,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.674683,0.249683,hard_negative,92,96,mix_prob,0.674683
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Enchanted#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Enchanted\Control_Group\0004.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Enchanted/Control_Group/0004.wav,English,EN-Tenor-1,Enchanted,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.670546,0.245546,hard_negative,93,96,mix_prob,0.670546
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Call Out My Name#Falsetto_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Call Out My Name\Falsetto_Group\0000.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Call Out My Name/Falsetto_Group/0000.wav,English,EN-Tenor-1,Call Out My Name,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.66517,0.24017,hard_negative,94,96,mix_prob,0.66517
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Someone You Loved#Falsetto_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Someone You Loved\Falsetto_Group\0007.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Someone You Loved/Falsetto_Group/0007.wav,English,EN-Tenor-1,Someone You Loved,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.663536,0.238536,hard_negative,95,96,mix_prob,0.663536
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Diamonds#Falsetto_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Diamonds\Falsetto_Group\0001.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Diamonds/Falsetto_Group/0001.wav,English,EN-Tenor-1,Diamonds,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.656504,0.231504,hard_negative,96,96,mix_prob,0.656504
