item_name,wav_path,wav_fn,language,singer,song_name,group_name,mix,falsetto,breathy,vibrato,glissando,pharyngeal,any_tech,mix_variant,label_signature,binary_role,mix_prob,threshold_gap,increment_selection_role,increment_rank,increment_pool_size,increment_reference_field,increment_reference_value,fp_margin
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Safe and Sound#Mixed_Voice_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\Safe and Sound\Mixed_Voice_Group\0002.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/Safe and Sound/Mixed_Voice_Group/0002.wav,English,EN-Alto-2,Safe and Sound,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.029137,0.395863,hard_positive,56,96,mix_prob,0.029137,
English#EN-Alto-2#Pharyngeal#Safe and Sound#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Pharyngeal\Safe and Sound\Control_Group\0002.wav,English/EN-Alto-2/Pharyngeal/Safe and Sound/Control_Group/0002.wav,English,EN-Alto-2,Safe and Sound,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.029137,0.395863,hard_positive,57,96,mix_prob,0.029137,
English#EN-Alto-2#Pharyngeal#What Are Words#Pharyngeal_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Pharyngeal\What Are Words\Pharyngeal_Group\0002.wav,English/EN-Alto-2/Pharyngeal/What Are Words/Pharyngeal_Group/0002.wav,English,EN-Alto-2,What Are Words,Pharyngeal_Group,1,0,0,0,1,1,1,clear_mix,100011,positive_mix,0.029669,0.395331,hard_positive,58,96,mix_prob,0.029669,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let Her Go#Mixed_Voice_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\Let Her Go\Mixed_Voice_Group\0005.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/Let Her Go/Mixed_Voice_Group/0005.wav,English,EN-Alto-2,Let Her Go,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.031777,0.393223,hard_positive,59,96,mix_prob,0.031777,
English#EN-Alto-2#Breathy#What Are Words#Control_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Breathy\What Are Words\Control_Group\0003.wav,English/EN-Alto-2/Breathy/What Are Words/Control_Group/0003.wav,English,EN-Alto-2,What Are Words,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.032783,0.392217,hard_positive,60,96,mix_prob,0.032783,
English#EN-Alto-2#Breathy#Fly Me to the Moon#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Breathy\Fly Me to the Moon\Control_Group\0005.wav,English/EN-Alto-2/Breathy/Fly Me to the Moon/Control_Group/0005.wav,English,EN-Alto-2,Fly Me to the Moon,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.033611,0.391389,hard_positive,61,96,mix_prob,0.033611,
English#EN-Alto-2#Glissando#Fly Me to the Moon#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Glissando\Fly Me to the Moon\Control_Group\0005.wav,English/EN-Alto-2/Glissando/Fly Me to the Moon/Control_Group/0005.wav,English,EN-Alto-2,Fly Me to the Moon,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.033611,0.391389,hard_positive,62,96,mix_prob,0.033611,
English#EN-Alto-2#Pharyngeal#Fly Me to the Moon#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Pharyngeal\Fly Me to the Moon\Control_Group\0005.wav,English/EN-Alto-2/Pharyngeal/Fly Me to the Moon/Control_Group/0005.wav,English,EN-Alto-2,Fly Me to the Moon,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.033611,0.391389,hard_positive,63,96,mix_prob,0.033611,
English#EN-Alto-2#Vibrato#Fly Me to the Moon#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Vibrato\Fly Me to the Moon\Control_Group\0005.wav,English/EN-Alto-2/Vibrato/Fly Me to the Moon/Control_Group/0005.wav,English,EN-Alto-2,Fly Me to the Moon,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.033611,0.391389,hard_positive,64,96,mix_prob,0.033611,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#The Show#Mixed_Voice_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\The Show\Mixed_Voice_Group\0004.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/The Show/Mixed_Voice_Group/0004.wav,English,EN-Alto-2,The Show,Mixed_Voice_Group,1,0,0,0,0,0,1,clear_mix,100000,positive_mix,0.035108,0.389892,hard_positive,65,96,mix_prob,0.035108,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Call Me Maybe#Mixed_Voice_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\Call Me Maybe\Mixed_Voice_Group\0004.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/Call Me Maybe/Mixed_Voice_Group/0004.wav,English,EN-Alto-2,Call Me Maybe,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.036507,0.388493,hard_positive,66,96,mix_prob,0.036507,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#YOUTH#Mixed_Voice_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\YOUTH\Mixed_Voice_Group\0001.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/YOUTH/Mixed_Voice_Group/0001.wav,English,EN-Alto-2,YOUTH,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.041252,0.383748,hard_positive,67,96,mix_prob,0.041252,
English#EN-Alto-2#Pharyngeal#Someone Like You#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Pharyngeal\Someone Like You\Control_Group\0004.wav,English/EN-Alto-2/Pharyngeal/Someone Like You/Control_Group/0004.wav,English,EN-Alto-2,Someone Like You,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.042048,0.382952,hard_positive,68,96,mix_prob,0.042048,
English#EN-Alto-2#Vibrato#Someone Like You#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Vibrato\Someone Like You\Control_Group\0004.wav,English/EN-Alto-2/Vibrato/Someone Like You/Control_Group/0004.wav,English,EN-Alto-2,Someone Like You,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.042174,0.382826,hard_positive,69,96,mix_prob,0.042174,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#God is A Girl#Mixed_Voice_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\God is A Girl\Mixed_Voice_Group\0005.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/God is A Girl/Mixed_Voice_Group/0005.wav,English,EN-Alto-2,God is A Girl,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.044294,0.380706,hard_positive,70,96,mix_prob,0.044294,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Mixed_Voice_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\Someone Like You\Mixed_Voice_Group\0004.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/Someone Like You/Mixed_Voice_Group/0004.wav,English,EN-Alto-2,Someone Like You,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.045854,0.379146,hard_positive,71,96,mix_prob,0.045854,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Try#Mixed_Voice_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\Try\Mixed_Voice_Group\0003.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/Try/Mixed_Voice_Group/0003.wav,English,EN-Alto-2,Try,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.046421,0.378579,hard_positive,72,96,mix_prob,0.046421,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#YOUTH#Mixed_Voice_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\YOUTH\Mixed_Voice_Group\0003.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/YOUTH/Mixed_Voice_Group/0003.wav,English,EN-Alto-2,YOUTH,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.046762,0.378238,hard_positive,73,96,mix_prob,0.046762,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Five Hundred Miles#Mixed_Voice_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\Five Hundred Miles\Mixed_Voice_Group\0000.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/Five Hundred Miles/Mixed_Voice_Group/0000.wav,English,EN-Alto-2,Five Hundred Miles,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.047584,0.377416,hard_positive,74,96,mix_prob,0.047584,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Call Me Maybe#Mixed_Voice_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\Call Me Maybe\Mixed_Voice_Group\0002.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/Call Me Maybe/Mixed_Voice_Group/0002.wav,English,EN-Alto-2,Call Me Maybe,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.049118,0.375882,hard_positive,75,96,mix_prob,0.049118,
English#EN-Alto-2#Breathy#Someone Like You#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Breathy\Someone Like You\Control_Group\0004.wav,English/EN-Alto-2/Breathy/Someone Like You/Control_Group/0004.wav,English,EN-Alto-2,Someone Like You,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.050063,0.374937,hard_positive,76,96,mix_prob,0.050063,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Mixed_Voice_Group#0009,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\City Of Stars\Mixed_Voice_Group\0009.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/City Of Stars/Mixed_Voice_Group/0009.wav,English,EN-Alto-2,City Of Stars,Mixed_Voice_Group,1,0,0,0,0,0,1,clear_mix,100000,positive_mix,0.057018,0.367982,hard_positive,77,96,mix_prob,0.057018,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#This Is Me#Mixed_Voice_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\This Is Me\Mixed_Voice_Group\0005.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/This Is Me/Mixed_Voice_Group/0005.wav,English,EN-Alto-2,This Is Me,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.057326,0.367674,hard_positive,78,96,mix_prob,0.057326,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let Her Go#Mixed_Voice_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\Let Her Go\Mixed_Voice_Group\0004.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/Let Her Go/Mixed_Voice_Group/0004.wav,English,EN-Alto-2,Let Her Go,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.058256,0.366744,hard_positive,79,96,mix_prob,0.058256,
English#EN-Alto-2#Breathy#Someone You Loved#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Breathy\Someone You Loved\Control_Group\0005.wav,English/EN-Alto-2/Breathy/Someone You Loved/Control_Group/0005.wav,English,EN-Alto-2,Someone You Loved,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.058932,0.366068,hard_positive,80,96,mix_prob,0.058932,
English#EN-Alto-2#Glissando#Someone You Loved#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Glissando\Someone You Loved\Control_Group\0005.wav,English/EN-Alto-2/Glissando/Someone You Loved/Control_Group/0005.wav,English,EN-Alto-2,Someone You Loved,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.058932,0.366068,hard_positive,81,96,mix_prob,0.058932,
English#EN-Alto-2#Pharyngeal#Someone You Loved#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Pharyngeal\Someone You Loved\Control_Group\0005.wav,English/EN-Alto-2/Pharyngeal/Someone You Loved/Control_Group/0005.wav,English,EN-Alto-2,Someone You Loved,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.058932,0.366068,hard_positive,82,96,mix_prob,0.058932,
English#EN-Alto-2#Vibrato#Someone You Loved#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Vibrato\Someone You Loved\Control_Group\0005.wav,English/EN-Alto-2/Vibrato/Someone You Loved/Control_Group/0005.wav,English,EN-Alto-2,Someone You Loved,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.058932,0.366068,hard_positive,83,96,mix_prob,0.058932,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Five Hundred Miles#Mixed_Voice_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\Five Hundred Miles\Mixed_Voice_Group\0001.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/Five Hundred Miles/Mixed_Voice_Group/0001.wav,English,EN-Alto-2,Five Hundred Miles,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.059699,0.365301,hard_positive,84,96,mix_prob,0.059699,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Mixed_Voice_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\City Of Stars\Mixed_Voice_Group\0004.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/City Of Stars/Mixed_Voice_Group/0004.wav,English,EN-Alto-2,City Of Stars,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.071761,0.353239,hard_positive,85,96,mix_prob,0.071761,
English#EN-Alto-2#Breathy#Dream It Possible#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Breathy\Dream It Possible\Control_Group\0005.wav,English/EN-Alto-2/Breathy/Dream It Possible/Control_Group/0005.wav,English,EN-Alto-2,Dream It Possible,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.072663,0.352337,hard_positive,86,96,mix_prob,0.072663,
English#EN-Alto-2#Glissando#Dream It Possible#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Glissando\Dream It Possible\Control_Group\0005.wav,English/EN-Alto-2/Glissando/Dream It Possible/Control_Group/0005.wav,English,EN-Alto-2,Dream It Possible,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.072663,0.352337,hard_positive,87,96,mix_prob,0.072663,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Dream It Possible#Mixed_Voice_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\Dream It Possible\Mixed_Voice_Group\0005.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/Dream It Possible/Mixed_Voice_Group/0005.wav,English,EN-Alto-2,Dream It Possible,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.072663,0.352337,hard_positive,88,96,mix_prob,0.072663,
English#EN-Alto-2#Pharyngeal#Dream It Possible#Control_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Pharyngeal\Dream It Possible\Control_Group\0006.wav,English/EN-Alto-2/Pharyngeal/Dream It Possible/Control_Group/0006.wav,English,EN-Alto-2,Dream It Possible,Control_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.072663,0.352337,hard_positive,89,96,mix_prob,0.072663,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#The Show#Mixed_Voice_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\The Show\Mixed_Voice_Group\0002.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/The Show/Mixed_Voice_Group/0002.wav,English,EN-Alto-2,The Show,Mixed_Voice_Group,1,0,1,1,1,0,1,breathy_mix,101110,positive_mix,0.076788,0.348212,hard_positive,90,96,mix_prob,0.076788,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Mixed_Voice_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\City Of Stars\Mixed_Voice_Group\0007.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/City Of Stars/Mixed_Voice_Group/0007.wav,English,EN-Alto-2,City Of Stars,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.079551,0.345449,hard_positive,91,96,mix_prob,0.079551,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Belong With Me#Mixed_Voice_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\You Belong With Me\Mixed_Voice_Group\0003.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/You Belong With Me/Mixed_Voice_Group/0003.wav,English,EN-Alto-2,You Belong With Me,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.081314,0.343686,hard_positive,92,96,mix_prob,0.081314,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Try#Mixed_Voice_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\Try\Mixed_Voice_Group\0002.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/Try/Mixed_Voice_Group/0002.wav,English,EN-Alto-2,Try,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.081684,0.343316,hard_positive,93,96,mix_prob,0.081684,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hello#Mixed_Voice_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\Hello\Mixed_Voice_Group\0010.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/Hello/Mixed_Voice_Group/0010.wav,English,EN-Alto-2,Hello,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.084532,0.340468,hard_positive,94,96,mix_prob,0.084532,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#The Show#Mixed_Voice_Group#0000,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\The Show\Mixed_Voice_Group\0000.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/The Show/Mixed_Voice_Group/0000.wav,English,EN-Alto-2,The Show,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.085435,0.339565,hard_positive,95,96,mix_prob,0.085435,
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Cry on My Shoulder#Mixed_Voice_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Alto-2\Mixed_Voice_and_Falsetto\Cry on My Shoulder\Mixed_Voice_Group\0005.wav,English/EN-Alto-2/Mixed_Voice_and_Falsetto/Cry on My Shoulder/Mixed_Voice_Group/0005.wav,English,EN-Alto-2,Cry on My Shoulder,Mixed_Voice_Group,1,0,0,0,1,0,1,clear_mix,100010,positive_mix,0.086111,0.338889,hard_positive,96,96,mix_prob,0.086111,
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#I Knew You Were Trouble#Falsetto_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\I Knew You Were Trouble\Falsetto_Group\0003.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/I Knew You Were Trouble/Falsetto_Group/0003.wav,English,EN-Tenor-1,I Knew You Were Trouble,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.995131,,hard_negative,1,96,mix_prob,0.995131,0.570131
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Always Remember Us This Way#Falsetto_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Always Remember Us This Way\Falsetto_Group\0001.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Always Remember Us This Way/Falsetto_Group/0001.wav,English,EN-Tenor-1,Always Remember Us This Way,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.993445,,hard_negative,2,96,mix_prob,0.993445,0.568445
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Unconditionally#Falsetto_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Unconditionally\Falsetto_Group\0003.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Unconditionally/Falsetto_Group/0003.wav,English,EN-Tenor-1,Unconditionally,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.99055,,hard_negative,3,96,mix_prob,0.99055,0.56555
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Always Remember Us This Way#Falsetto_Group#0003,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Always Remember Us This Way\Falsetto_Group\0003.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Always Remember Us This Way/Falsetto_Group/0003.wav,English,EN-Tenor-1,Always Remember Us This Way,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.98599,,hard_negative,4,96,mix_prob,0.98599,0.56099
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Falsetto_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Love on the Brain\Falsetto_Group\0010.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Love on the Brain/Falsetto_Group/0010.wav,English,EN-Tenor-1,Love on the Brain,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.982974,,hard_negative,5,96,mix_prob,0.982974,0.557974
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Always Remember Us This Way#Falsetto_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Always Remember Us This Way\Falsetto_Group\0007.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Always Remember Us This Way/Falsetto_Group/0007.wav,English,EN-Tenor-1,Always Remember Us This Way,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.981698,,hard_negative,6,96,mix_prob,0.981698,0.556698
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Take a Bow#Falsetto_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Take a Bow\Falsetto_Group\0006.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Take a Bow/Falsetto_Group/0006.wav,English,EN-Tenor-1,Take a Bow,Falsetto_Group,0,1,0,0,0,0,1,non_mix,010000,falsetto_group,0.980686,,hard_negative,7,96,mix_prob,0.980686,0.555686
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Falsetto_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Love on the Brain\Falsetto_Group\0008.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Love on the Brain/Falsetto_Group/0008.wav,English,EN-Tenor-1,Love on the Brain,Falsetto_Group,0,1,0,0,1,0,1,non_mix,010010,falsetto_group,0.979094,,hard_negative,8,96,mix_prob,0.979094,0.554094
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Always Remember Us This Way#Falsetto_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Always Remember Us This Way\Falsetto_Group\0008.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Always Remember Us This Way/Falsetto_Group/0008.wav,English,EN-Tenor-1,Always Remember Us This Way,Falsetto_Group,0,1,0,0,0,0,1,non_mix,010000,falsetto_group,0.978126,,hard_negative,9,96,mix_prob,0.978126,0.553126
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Look What You Make Me Do#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\English\EN-Tenor-1\Mixed_Voice_and_Falsetto\Look What You Make Me Do\Control_Group\0001.wav,English/EN-Tenor-1/Mixed_Voice_and_Falsetto/Look What You Make Me Do/Control_Group/0001.wav,English,EN-Tenor-1,Look What You Make Me Do,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,0.977093,,hard_negative,10,96,mix_prob,0.977093,0.552093
