wav_path,breath,anchor_ratio,anchor_time_sec,language,singer,song_name,song_key,ap_duration_sec
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\后来\Mixed_Voice_Group\0002.wav,1,0.446575,3.26,Chinese,ZH-Tenor-1,后来,Chinese/ZH-Tenor-1/后来,0.36
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Vibrato\aimer\Control_Group\0001.wav,0,0.610884,10.625,French,FR-Soprano-1,aimer,French/FR-Soprano-1/aimer,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Mixed_Voice_and_Falsetto\nos ballades\Mixed_Voice_Group\0004.wav,0,0.097273,1.256,French,FR-Soprano-1,nos ballades,French/FR-Soprano-1/nos ballades,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\没那么简单\Pharyngeal_Group\0010.wav,1,0.551724,4.16,Chinese,ZH-Alto-1,没那么简单,Chinese/ZH-Alto-1/没那么简单,0.36
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Pharyngeal\lassasymphonie\Pharyngeal_Group\0009.wav,1,0.104312,0.3,French,FR-Soprano-1,lassasymphonie,French/FR-Soprano-1/lassasymphonie,0.6
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Glissando\我的歌声里\Glissando_Group\0009.wav,0,0.605176,5.846,Chinese,ZH-Tenor-1,我的歌声里,Chinese/ZH-Tenor-1/我的歌声里,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Pharyngeal\lassasymphonie\Control_Group\0004.wav,1,0.658896,10.387,French,FR-Soprano-1,lassasymphonie,French/FR-Soprano-1/lassasymphonie,0.851
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\听海\Control_Group\0002.wav,1,0.546457,3.47,Chinese,ZH-Tenor-1,听海,Chinese/ZH-Tenor-1/听海,0.48
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\走着走着就散了\Falsetto_Group\0007.wav,0,0.148362,1.359,Chinese,ZH-Tenor-1,走着走着就散了,Chinese/ZH-Tenor-1/走着走着就散了,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\烟花易冷\Control_Group\0022.wav,0,0.340003,2.447,Chinese,ZH-Alto-1,烟花易冷,Chinese/ZH-Alto-1/烟花易冷,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Vibrato\eden eden\Control_Group\0008.wav,0,0.573367,6.021,French,FR-Soprano-1,eden eden,French/FR-Soprano-1/eden eden,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\三寸天堂\Mixed_Voice_Group\0005.wav,1,0.313559,1.85,Chinese,ZH-Alto-1,三寸天堂,Chinese/ZH-Alto-1/三寸天堂,0.32
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Breathy\平凡的一天\Breathy_Group\0009.wav,1,0.49218,6.546,Chinese,ZH-Tenor-1,平凡的一天,Chinese/ZH-Tenor-1/平凡的一天,2.095
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\听海\Mixed_Voice_Group\0004.wav,0,0.630448,4.006,Chinese,ZH-Tenor-1,听海,Chinese/ZH-Tenor-1/听海,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\终于等到你\Falsetto_Group\0008.wav,1,0.670167,6.065,Chinese,ZH-Tenor-1,终于等到你,Chinese/ZH-Tenor-1/终于等到你,0.69
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\化身孤岛的鲸\Falsetto_Group\0010.wav,1,0.209784,1.265,Chinese,ZH-Alto-1,化身孤岛的鲸,Chinese/ZH-Alto-1/化身孤岛的鲸,0.35
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Tenor-1\Breathy\Lafleur\Control_Group\0000.wav,0,0.533998,7.524,French,FR-Tenor-1,Lafleur,French/FR-Tenor-1/Lafleur,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\我真的受伤了\Vibrato_Group\0004.wav,0,0.262519,1.699,Chinese,ZH-Alto-1,我真的受伤了,Chinese/ZH-Alto-1/我真的受伤了,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\我真的受伤了\Control_Group\0005.wav,0,0.419907,2.7,Chinese,ZH-Alto-1,我真的受伤了,Chinese/ZH-Alto-1/我真的受伤了,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Vibrato\水星记\Vibrato_Group\0018.wav,0,0.142785,1.405,Chinese,ZH-Tenor-1,水星记,Chinese/ZH-Tenor-1/水星记,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Breathy\le balcon\Control_Group\0013.wav,1,0.863915,8.502,French,FR-Soprano-1,le balcon,French/FR-Soprano-1/le balcon,0.633
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\可乐\Control_Group\0010.wav,0,0.158824,1.35,Chinese,ZH-Alto-1,可乐,Chinese/ZH-Alto-1/可乐,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\演员\Falsetto_Group\0007.wav,0,0.394505,3.223,Chinese,ZH-Tenor-1,演员,Chinese/ZH-Tenor-1/演员,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\烟花易冷\Mixed_Voice_Group\0005.wav,0,0.470268,3.503,Chinese,ZH-Alto-1,烟花易冷,Chinese/ZH-Alto-1/烟花易冷,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\江南\Breathy_Group\0008.wav,0,0.612356,6.393,Chinese,ZH-Alto-1,江南,Chinese/ZH-Alto-1/江南,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\热雪\Control_Group\0000.wav,0,0.379439,2.96,Chinese,ZH-Alto-1,热雪,Chinese/ZH-Alto-1/热雪,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\演员\Mixed_Voice_Group\0014.wav,0,0.589331,6.076,Chinese,ZH-Tenor-1,演员,Chinese/ZH-Tenor-1/演员,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Mixed_Voice_and_Falsetto\la vaguelette\Mixed_Voice_Group\0000.wav,0,0.434297,3.771,French,FR-Soprano-1,la vaguelette,French/FR-Soprano-1/la vaguelette,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Breathy\和你一样\Breathy_Group\0010.wav,0,0.624771,6.835,Chinese,ZH-Tenor-1,和你一样,Chinese/ZH-Tenor-1/和你一样,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Vibrato\les souvenirs\Control_Group\0003.wav,0,0.357038,2.925,French,FR-Soprano-1,les souvenirs,French/FR-Soprano-1/les souvenirs,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\听海\Falsetto_Group\0007.wav,1,0.466778,3.646,Chinese,ZH-Tenor-1,听海,Chinese/ZH-Tenor-1/听海,0.33
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Glissando\倒带\Control_Group\0002.wav,1,0.483956,4.706,Chinese,ZH-Tenor-1,倒带,Chinese/ZH-Tenor-1/倒带,0.829
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\后来\Falsetto_Group\0007.wav,0,0.494094,3.765,Chinese,ZH-Tenor-1,后来,Chinese/ZH-Tenor-1/后来,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Tenor-1\Breathy\avant\Breathy_Group\0001.wav,0,0.521658,9.383,French,FR-Tenor-1,avant,French/FR-Tenor-1/avant,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Tenor-1\Mixed_Voice_and_Falsetto\Les Marionnettes\Paired_Speech_Group\0003.wav,0,0.205277,1.435,French,FR-Tenor-1,Les Marionnettes,French/FR-Tenor-1/Les Marionnettes,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\情歌\Control_Group\0007.wav,0,0.198864,1.365,Chinese,ZH-Tenor-1,情歌,Chinese/ZH-Tenor-1/情歌,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Vibrato\从前慢\Control_Group\0006.wav,1,0.434611,3.855,Chinese,ZH-Tenor-1,从前慢,Chinese/ZH-Tenor-1/从前慢,0.57
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\老男孩\Control_Group\0009.wav,1,0.618636,6.44,Chinese,ZH-Tenor-1,老男孩,Chinese/ZH-Tenor-1/老男孩,0.38
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\南屏晚钟\Control_Group\0009.wav,1,0.527871,5.076,Chinese,ZH-Alto-1,南屏晚钟,Chinese/ZH-Alto-1/南屏晚钟,0.46
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\German\DE-Soprano-1\Breathy\Copilot\Control_Group\0008.wav,0,0.113428,1.605,German,DE-Soprano-1,Copilot,German/DE-Soprano-1/Copilot,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\情歌\Control_Group\0000.wav,1,0.76131,4.88,Chinese,ZH-Tenor-1,情歌,Chinese/ZH-Tenor-1/情歌,0.28
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Tenor-1\Breathy\o souverain\Breathy_Group\0001.wav,1,0.251621,4.425,French,FR-Tenor-1,o souverain,French/FR-Tenor-1/o souverain,0.631
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Mixed_Voice_and_Falsetto\nos ballades\Mixed_Voice_Group\0002.wav,1,0.518247,5.368,French,FR-Soprano-1,nos ballades,French/FR-Soprano-1/nos ballades,0.374
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Vibrato\aimer\Vibrato_Group\0006.wav,0,0.492653,4.526,French,FR-Soprano-1,aimer,French/FR-Soprano-1/aimer,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Vibrato\我真的受伤了\Control_Group\0002.wav,0,0.137366,1.283,Chinese,ZH-Tenor-1,我真的受伤了,Chinese/ZH-Tenor-1/我真的受伤了,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\温柔\Glissando_Group\0015.wav,0,0.193673,1.255,Chinese,ZH-Alto-1,温柔,Chinese/ZH-Alto-1/温柔,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\情歌\Falsetto_Group\0018.wav,0,0.527523,4.6,Chinese,ZH-Tenor-1,情歌,Chinese/ZH-Tenor-1/情歌,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Vibrato\你给我听好\Vibrato_Group\0001.wav,1,0.232512,2.36,Chinese,ZH-Tenor-1,你给我听好,Chinese/ZH-Tenor-1/你给我听好,0.44
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\默\Pharyngeal_Group\0004.wav,0,0.349413,2.68,Chinese,ZH-Alto-1,默,Chinese/ZH-Alto-1/默,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\讲真的\Mixed_Voice_Group\0019.wav,0,0.145626,1.465,Chinese,ZH-Tenor-1,讲真的,Chinese/ZH-Tenor-1/讲真的,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\后来\Falsetto_Group\0000.wav,0,0.495333,3.715,Chinese,ZH-Tenor-1,后来,Chinese/ZH-Tenor-1/后来,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Pharyngeal\亲爱的那不是爱情\Control_Group\0002.wav,0,0.432343,2.62,Chinese,ZH-Tenor-1,亲爱的那不是爱情,Chinese/ZH-Tenor-1/亲爱的那不是爱情,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\偏爱\Mixed_Voice_Group\0011.wav,1,0.548601,7.12,Chinese,ZH-Tenor-1,偏爱,Chinese/ZH-Tenor-1/偏爱,0.519
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Pharyngeal\comment dire\Control_Group\0004.wav,1,0.703042,11.988,French,FR-Soprano-1,comment dire,French/FR-Soprano-1/comment dire,0.641
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\听海\Mixed_Voice_Group\0004.wav,1,0.514477,3.269,Chinese,ZH-Tenor-1,听海,Chinese/ZH-Tenor-1/听海,0.421
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Pharyngeal\雨爱\Pharyngeal_Group\0009.wav,1,0.379437,3.1,Chinese,ZH-Tenor-1,雨爱,Chinese/ZH-Tenor-1/雨爱,0.24
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Pharyngeal\comment dire\Control_Group\0008.wav,1,0.929065,16.392,French,FR-Soprano-1,comment dire,French/FR-Soprano-1/comment dire,1.051
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\倒带\Falsetto_Group\0014.wav,0,0.210791,1.465,Chinese,ZH-Tenor-1,倒带,Chinese/ZH-Tenor-1/倒带,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\给电影人的情书\Control_Group\0007.wav,1,0.519784,5.78,Chinese,ZH-Alto-1,给电影人的情书,Chinese/ZH-Alto-1/给电影人的情书,0.44
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Glissando\la fuite\Glissando_Group\0001.wav,0,0.456714,5.276,French,FR-Soprano-1,la fuite,French/FR-Soprano-1/la fuite,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Pharyngeal\全世界谁倾听你\Control_Group\0008.wav,1,0.279074,2.81,Chinese,ZH-Tenor-1,全世界谁倾听你,Chinese/ZH-Tenor-1/全世界谁倾听你,0.3
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Breathy\adieu mon homme\Breathy_Group\0005.wav,0,0.514276,6.022,French,FR-Soprano-1,adieu mon homme,French/FR-Soprano-1/adieu mon homme,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\时间煮雨\Falsetto_Group\0006.wav,0,0.205291,1.94,Chinese,ZH-Alto-1,时间煮雨,Chinese/ZH-Alto-1/时间煮雨,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Breathy\慢慢喜欢你\Breathy_Group\0011.wav,0,0.147408,1.365,Chinese,ZH-Tenor-1,慢慢喜欢你,Chinese/ZH-Tenor-1/慢慢喜欢你,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\给电影人的情书\Falsetto_Group\0010.wav,0,0.130213,1.53,Chinese,ZH-Alto-1,给电影人的情书,Chinese/ZH-Alto-1/给电影人的情书,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Glissando\心动\Control_Group\0009.wav,0,0.563742,3.405,Chinese,ZH-Tenor-1,心动,Chinese/ZH-Tenor-1/心动,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Breathy\les passagers du vent\Control_Group\0004.wav,1,0.885408,10.0,French,FR-Soprano-1,les passagers du vent,French/FR-Soprano-1/les passagers du vent,0.944
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Breathy\a la vie comme a la mort\Breathy_Group\0001.wav,1,0.078303,1.081,French,FR-Soprano-1,a la vie comme a la mort,French/FR-Soprano-1/a la vie comme a la mort,0.281
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Tenor-1\Glissando\Les Marionnettes\Paired_Speech_Group\0000.wav,0,0.499178,3.341,French,FR-Tenor-1,Les Marionnettes,French/FR-Tenor-1/Les Marionnettes,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Glissando\我的歌声里\Control_Group\0004.wav,0,0.15552,1.465,Chinese,ZH-Tenor-1,我的歌声里,Chinese/ZH-Tenor-1/我的歌声里,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\老男孩\Mixed_Voice_Group\0002.wav,0,0.537366,3.509,Chinese,ZH-Alto-1,老男孩,Chinese/ZH-Alto-1/老男孩,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Vibrato\eden eden\Paired_Speech_Group\0014.wav,0,0.519854,2.212,French,FR-Soprano-1,eden eden,French/FR-Soprano-1/eden eden,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Breathy\le balcon\Breathy_Group\0010.wav,0,0.543884,5.1,French,FR-Soprano-1,le balcon,French/FR-Soprano-1/le balcon,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\告白气球\Falsetto_Group\0004.wav,0,0.498144,6.71,Chinese,ZH-Alto-1,告白气球,Chinese/ZH-Alto-1/告白气球,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Mixed_Voice_and_Falsetto\lentement\Paired_Speech_Group\0009.wav,0,0.242062,1.296,French,FR-Soprano-1,lentement,French/FR-Soprano-1/lentement,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\你给我听好\Control_Group\0000.wav,1,0.506068,5.005,Chinese,ZH-Alto-1,你给我听好,Chinese/ZH-Alto-1/你给我听好,0.35
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Vibrato\残酷月光\Control_Group\0001.wav,1,0.413886,2.605,Chinese,ZH-Tenor-1,残酷月光,Chinese/ZH-Tenor-1/残酷月光,0.69
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\青花瓷\Falsetto_Group\0019.wav,0,0.620718,3.805,Chinese,ZH-Tenor-1,青花瓷,Chinese/ZH-Tenor-1/青花瓷,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Pharyngeal\comment dire\Control_Group\0004.wav,1,0.604132,10.301,French,FR-Soprano-1,comment dire,French/FR-Soprano-1/comment dire,0.592
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\平凡之路\Falsetto_Group\0005.wav,1,0.429314,2.727,Chinese,ZH-Alto-1,平凡之路,Chinese/ZH-Alto-1/平凡之路,0.43
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Mixed_Voice_and_Falsetto\chez moi\Mixed_Voice_Group\0002.wav,1,0.137979,0.45,French,FR-Soprano-1,chez moi,French/FR-Soprano-1/chez moi,0.9
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Glissando\不染\Control_Group\0026.wav,0,0.541667,3.64,Chinese,ZH-Tenor-1,不染,Chinese/ZH-Tenor-1/不染,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\倒带\Falsetto_Group\0002.wav,1,0.468686,4.565,Chinese,ZH-Tenor-1,倒带,Chinese/ZH-Tenor-1/倒带,1.05
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Breathy\慢慢喜欢你\Control_Group\0007.wav,1,0.576342,7.625,Chinese,ZH-Tenor-1,慢慢喜欢你,Chinese/ZH-Tenor-1/慢慢喜欢你,0.65
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\奇妙能力歌\Control_Group\0002.wav,0,0.161593,1.38,Chinese,ZH-Alto-1,奇妙能力歌,Chinese/ZH-Alto-1/奇妙能力歌,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Breathy\la chanson de la mer\Paired_Speech_Group\0001.wav,0,0.15733,1.261,French,FR-Soprano-1,la chanson de la mer,French/FR-Soprano-1/la chanson de la mer,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Mixed_Voice_and_Falsetto\magic boul'vard\Falsetto_Group\0005.wav,1,0.903498,11.95,French,FR-Soprano-1,magic boul'vard,French/FR-Soprano-1/magic boul'vard,0.971
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Glissando\donnez-moi\Control_Group\0005.wav,1,0.906133,12.487,French,FR-Soprano-1,donnez-moi,French/FR-Soprano-1/donnez-moi,0.594
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\不能说的秘密\Control_Group\0010.wav,1,0.496019,3.115,Chinese,ZH-Tenor-1,不能说的秘密,Chinese/ZH-Tenor-1/不能说的秘密,0.31
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Breathy\和你一样\Breathy_Group\0004.wav,0,0.620975,6.75,Chinese,ZH-Tenor-1,和你一样,Chinese/ZH-Tenor-1/和你一样,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\演员\Control_Group\0011.wav,1,0.498827,5.318,Chinese,ZH-Alto-1,演员,Chinese/ZH-Alto-1/演员,0.399
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\小幸运\Control_Group\0005.wav,1,0.493419,3.075,Chinese,ZH-Alto-1,小幸运,Chinese/ZH-Alto-1/小幸运,0.33
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\温柔\Glissando_Group\0008.wav,0,0.175172,1.27,Chinese,ZH-Alto-1,温柔,Chinese/ZH-Alto-1/温柔,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\日不落\Control_Group\0002.wav,0,0.463351,3.54,Chinese,ZH-Alto-1,日不落,Chinese/ZH-Alto-1/日不落,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Glissando\dingdong\Glissando_Group\0001.wav,0,0.44571,6.322,French,FR-Soprano-1,dingdong,French/FR-Soprano-1/dingdong,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Mixed_Voice_and_Falsetto\nos ballades\Falsetto_Group\0004.wav,1,0.907207,12.413,French,FR-Soprano-1,nos ballades,French/FR-Soprano-1/nos ballades,1.038
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\不再见\Control_Group\0025.wav,0,0.212682,1.61,Chinese,ZH-Alto-1,不再见,Chinese/ZH-Alto-1/不再见,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Mixed_Voice_and_Falsetto\comment deja\Falsetto_Group\0003.wav,1,0.384159,3.618,French,FR-Soprano-1,comment deja,French/FR-Soprano-1/comment deja,0.284
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Glissando\la fuite\Paired_Speech_Group\0009.wav,0,0.237448,1.228,French,FR-Soprano-1,la fuite,French/FR-Soprano-1/la fuite,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Tenor-1\Mixed_Voice_and_Falsetto\残酷月光\Control_Group\0011.wav,0,0.500227,3.305,Chinese,ZH-Tenor-1,残酷月光,Chinese/ZH-Tenor-1/残酷月光,0.0
"d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\French\FR-Soprano-1\Mixed_Voice_and_Falsetto\t'es beau,t'es beau\Falsetto_Group\0002.wav",1,0.815147,8.008,French,FR-Soprano-1,"t'es beau,t'es beau","French/FR-Soprano-1/t'es beau,t'es beau",0.51
