wav_path,breath,anchor_ratio,anchor_time_sec,language,singer,song_name,song_key,ap_duration_sec
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\时间煮雨\Glissando_Group\0017.wav,1,0.729101,9.245,Chinese,ZH-Alto-1,时间煮雨,Chinese/ZH-Alto-1/时间煮雨,0.39
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0002.wav,0,0.043343,0.521,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0003.wav,0,0.074861,0.526,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0003.wav,0,0.076479,0.53,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0004.wav,0,0.078014,0.55,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0004.wav,0,0.07794,0.56,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0001.wav,0,0.071931,0.562,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0006.wav,0,0.054743,0.566,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0001.wav,0,0.071482,0.569,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0006.wav,0,0.058564,0.579,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0002.wav,0,0.048776,0.582,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0000.wav,0,0.093232,0.586,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0005.wav,0,0.084438,0.586,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0000.wav,0,0.090916,0.597,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0005.wav,0,0.093331,0.662,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0002.wav,1,0.13302,1.601,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.283
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0002.wav,1,0.139708,1.667,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.19
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0000.wav,0,0.384554,2.415,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0000.wav,0,0.405578,2.661,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0004.wav,0,0.385106,2.715,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0004.wav,0,0.381349,2.74,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0005.wav,0,0.406195,2.819,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0003.wav,0,0.403811,2.84,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0005.wav,0,0.414846,2.942,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0000.wav,1,0.508758,3.195,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.53
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0005.wav,1,0.466641,3.239,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.303
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0003.wav,1,0.470354,3.308,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.33
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0006.wav,0,0.336252,3.321,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0006.wav,0,0.32212,3.328,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0005.wav,1,0.470887,3.34,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.26
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0002.wav,1,0.283439,3.382,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.26
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0000.wav,1,0.530483,3.481,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.341
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0003.wav,0,0.506494,3.51,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0002.wav,1,0.291888,3.512,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.26
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0001.wav,0,0.501471,3.921,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0001.wav,0,0.533857,4.249,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0002.wav,0,0.376048,4.487,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0002.wav,0,0.383727,4.617,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0004.wav,1,0.719149,5.07,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.52
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0006.wav,1,0.519133,5.128,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.48
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0004.wav,1,0.741125,5.325,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.49
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0006.wav,1,0.521781,5.39,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.52
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0001.wav,1,0.73913,5.78,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.54
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0001.wav,1,0.759422,6.045,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.53
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Glissando_Group\0002.wav,1,0.554978,6.622,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.24
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Glissando\曹操\Control_Group\0002.wav,1,0.566988,6.822,Chinese,ZH-Alto-1,曹操,Chinese/ZH-Alto-1/曹操,0.24
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Falsetto_Group\0007.wav,0,0.077795,0.542,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Mixed_Voice_Group\0003.wav,0,0.101351,0.6,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Breathy_Group\0003.wav,0,0.106624,0.66,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Control_Group\0003.wav,0,0.103448,0.66,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Control_Group\0010.wav,0,0.075688,0.66,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Mixed_Voice_Group\0010.wav,0,0.078052,0.665,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Control_Group\0011.wav,0,0.095609,0.675,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Falsetto_Group\0011.wav,0,0.092819,0.685,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Control_Group\0009.wav,0,0.084756,0.695,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Control_Group\0007.wav,0,0.108696,0.7,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Falsetto_Group\0006.wav,0,0.07728,0.7,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Mixed_Voice_Group\0006.wav,0,0.082382,0.7,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Mixed_Voice_Group\0009.wav,0,0.090967,0.715,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Breathy_Group\0006.wav,0,0.074131,0.725,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Control_Group\0006.wav,0,0.081552,0.725,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Falsetto_Group\0010.wav,0,0.076681,0.73,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Falsetto_Group\0004.wav,0,0.095455,0.735,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Breathy_Group\0011.wav,0,0.103208,0.74,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Mixed_Voice_Group\0011.wav,0,0.107872,0.74,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Breathy_Group\0002.wav,0,0.084949,0.745,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Mixed_Voice_Group\0005.wav,0,0.097258,0.745,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Breathy_Group\0005.wav,0,0.095908,0.75,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Breathy_Group\0007.wav,0,0.111852,0.755,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Falsetto_Group\0002.wav,0,0.084357,0.755,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Breathy_Group\0010.wav,0,0.080169,0.76,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Control_Group\0010.wav,0,0.08137,0.76,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Control_Group\0002.wav,0,0.088065,0.76,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Control_Group\0003.wav,0,0.118789,0.765,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Control_Group\0005.wav,0,0.097345,0.77,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Falsetto_Group\0003.wav,0,0.122417,0.77,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Control_Group\0002.wav,0,0.084515,0.775,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Mixed_Voice_Group\0002.wav,0,0.087275,0.775,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Control_Group\0000.wav,0,0.105087,0.785,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Falsetto_Group\0005.wav,0,0.100381,0.79,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Control_Group\0005.wav,0,0.099375,0.795,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Falsetto_Group\0009.wav,0,0.091379,0.795,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Control_Group\0009.wav,0,0.088326,0.805,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Mixed_Voice_Group\0000.wav,0,0.108491,0.805,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Mixed_Voice_Group\0004.wav,0,0.104683,0.807,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Control_Group\0004.wav,0,0.103549,0.832,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Control_Group\0011.wav,0,0.113451,0.835,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Mixed_Voice_Group\0007.wav,0,0.126756,0.839,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Control_Group\0004.wav,0,0.10687,0.84,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Breathy_Group\0004.wav,0,0.106558,0.845,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Falsetto_Group\0008.wav,0,0.101502,0.845,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Mixed_Voice_Group\0008.wav,0,0.102438,0.845,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Breathy_Group\0009.wav,0,0.092311,0.85,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Control_Group\0000.wav,0,0.112484,0.865,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Control_Group\0006.wav,0,0.093514,0.865,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Control_Group\0008.wav,0,0.108108,0.88,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Control_Group\0007.wav,0,0.13706,0.895,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Breathy_Group\0000.wav,0,0.113636,0.9,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Breathy_Group\0001.wav,0,0.115979,0.9,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\最长的电影\Control_Group\0008.wav,0,0.107867,0.905,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Falsetto_Group\0000.wav,0,0.124835,0.945,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Falsetto_Group\0001.wav,0,0.11618,0.955,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
d:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\最长的电影\Mixed_Voice_Group\0001.wav,0,0.121347,0.955,Chinese,ZH-Alto-1,最长的电影,Chinese/ZH-Alto-1/最长的电影,0.0
