item_name,singer,song_name,group_name,binary_role,mix_variant,mix_prob,fp_margin
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Shallow#Falsetto_Group#0011,EN-Tenor-1,Shallow,Falsetto_Group,falsetto_group,non_mix,0.703191,0.278191
English#EN-Tenor-1#Pharyngeal#Always Remember Us This Way#Pharyngeal_Group#0003,EN-Tenor-1,Always Remember Us This Way,Pharyngeal_Group,other_negative,non_mix,0.697877,0.272877
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0017,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.696974,0.271974
English#EN-Tenor-1#Breathy#All I Ask#Control_Group#0001,EN-Tenor-1,All I Ask,Control_Group,control_negative,non_mix,0.694895,0.269895
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Firework#Control_Group#0006,EN-Tenor-1,Firework,Control_Group,control_negative,non_mix,0.69483,0.26983
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Rolling in the Deep#Control_Group#0004,EN-Tenor-1,Rolling in the Deep,Control_Group,control_negative,non_mix,0.687904,0.262904
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Cardigan#Falsetto_Group#0009,EN-Tenor-1,Cardigan,Falsetto_Group,falsetto_group,non_mix,0.684922,0.259922
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Unconditionally#Control_Group#0001,EN-Tenor-1,Unconditionally,Control_Group,control_negative,non_mix,0.684026,0.259026
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Control_Group#0012,EN-Alto-1,how does a moment last forever,Control_Group,control_negative,non_mix,0.683073,0.258073
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0016,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.682897,0.257897
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Wildest Dreams#Falsetto_Group#0008,EN-Tenor-1,Wildest Dreams,Falsetto_Group,falsetto_group,non_mix,0.682264,0.257264
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0003,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.681504,0.256504
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Control_Group#0000,EN-Alto-1,how does a moment last forever,Control_Group,control_negative,non_mix,0.679536,0.254536
English#EN-Tenor-1#Glissando#All I Ask#Glissando_Group#0002,EN-Tenor-1,All I Ask,Glissando_Group,other_negative,non_mix,0.677734,0.252734
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hello#Control_Group#0003,EN-Alto-2,Hello,Control_Group,control_negative,non_mix,0.677294,0.252294
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Call Out My Name#Falsetto_Group#0004,EN-Tenor-1,Call Out My Name,Falsetto_Group,falsetto_group,non_mix,0.675613,0.250613
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Back to December#Control_Group#0000,EN-Tenor-1,Back to December,Control_Group,control_negative,non_mix,0.674683,0.249683
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Unconditionally#Falsetto_Group#0000,EN-Tenor-1,Unconditionally,Falsetto_Group,falsetto_group,non_mix,0.673854,0.248854
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Umbrella#Falsetto_Group#0001,EN-Tenor-1,Umbrella,Falsetto_Group,falsetto_group,non_mix,0.673725,0.248725
English#EN-Tenor-1#Breathy#Always Remember Us This Way#Breathy_Group#0011,EN-Tenor-1,Always Remember Us This Way,Breathy_Group,breathy_group,non_mix,0.672825,0.247825
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Enchanted#Control_Group#0004,EN-Tenor-1,Enchanted,Control_Group,control_negative,non_mix,0.670546,0.245546
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Unconditionally#Control_Group#0002,EN-Tenor-1,Unconditionally,Control_Group,control_negative,non_mix,0.669892,0.244892
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love Story#Falsetto_Group#0002,EN-Tenor-1,Love Story,Falsetto_Group,falsetto_group,non_mix,0.666042,0.241042
English#EN-Tenor-1#Breathy#Always Remember Us This Way#Breathy_Group#0001,EN-Tenor-1,Always Remember Us This Way,Breathy_Group,breathy_group,non_mix,0.665952,0.240952
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0016,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.665595,0.240595
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Call Out My Name#Falsetto_Group#0000,EN-Tenor-1,Call Out My Name,Falsetto_Group,falsetto_group,non_mix,0.66517,0.24017
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Shallow#Falsetto_Group#0003,EN-Tenor-1,Shallow,Falsetto_Group,falsetto_group,non_mix,0.664437,0.239437
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#I Knew You Were Trouble#Falsetto_Group#0006,EN-Tenor-1,I Knew You Were Trouble,Falsetto_Group,falsetto_group,non_mix,0.664354,0.239354
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Someone You Loved#Falsetto_Group#0007,EN-Tenor-1,Someone You Loved,Falsetto_Group,falsetto_group,non_mix,0.663536,0.238536
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Young and Beautiful#Falsetto_Group#0007,EN-Tenor-1,Young and Beautiful,Falsetto_Group,falsetto_group,non_mix,0.662961,0.237961
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Call Out My Name#Falsetto_Group#0001,EN-Tenor-1,Call Out My Name,Falsetto_Group,falsetto_group,non_mix,0.658999,0.233999
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0018,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.658272,0.233272
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Diamonds#Falsetto_Group#0001,EN-Tenor-1,Diamonds,Falsetto_Group,falsetto_group,non_mix,0.656504,0.231504
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#I Knew You Were Trouble#Control_Group#0000,EN-Tenor-1,I Knew You Were Trouble,Control_Group,control_negative,non_mix,0.656002,0.231002
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#You Belong With Me#Falsetto_Group#0004,EN-Tenor-1,You Belong With Me,Falsetto_Group,falsetto_group,non_mix,0.655928,0.230928
English#EN-Alto-1#Pharyngeal#love stroy#Pharyngeal_Group#0017,EN-Alto-1,love stroy,Pharyngeal_Group,other_negative,non_mix,0.655831,0.230831
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Young and Beautiful#Falsetto_Group#0005,EN-Tenor-1,Young and Beautiful,Falsetto_Group,falsetto_group,non_mix,0.650603,0.225603
English#EN-Tenor-1#Pharyngeal#Million Reasons#Pharyngeal_Group#0003,EN-Tenor-1,Million Reasons,Pharyngeal_Group,other_negative,non_mix,0.64771,0.22271
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Style#Falsetto_Group#0005,EN-Tenor-1,Style,Falsetto_Group,falsetto_group,non_mix,0.645414,0.220414
English#EN-Tenor-1#Breathy#Million Reasons#Breathy_Group#0002,EN-Tenor-1,Million Reasons,Breathy_Group,breathy_group,non_mix,0.642152,0.217152
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Wildest Dreams#Falsetto_Group#0000,EN-Tenor-1,Wildest Dreams,Falsetto_Group,falsetto_group,non_mix,0.640794,0.215794
English#EN-Tenor-1#Breathy#All I Ask#Control_Group#0002,EN-Tenor-1,All I Ask,Control_Group,control_negative,non_mix,0.640046,0.215046
English#EN-Tenor-1#Pharyngeal#All I Ask#Control_Group#0002,EN-Tenor-1,All I Ask,Control_Group,control_negative,non_mix,0.640046,0.215046
English#EN-Tenor-1#Vibrato#All I Ask#Control_Group#0002,EN-Tenor-1,All I Ask,Control_Group,control_negative,non_mix,0.640046,0.215046
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0017,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.638765,0.213765
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Falsetto_Group#0009,EN-Tenor-1,Love on the Brain,Falsetto_Group,falsetto_group,non_mix,0.634755,0.209755
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#What Was I Made For？#Falsetto_Group#0003,EN-Tenor-1,What Was I Made For？,Falsetto_Group,falsetto_group,non_mix,0.632096,0.207096
English#EN-Alto-1#Pharyngeal#who says#Pharyngeal_Group#0012,EN-Alto-1,who says,Pharyngeal_Group,other_negative,non_mix,0.627583,0.202583
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Control_Group#0013,EN-Alto-1,you raise me up,Control_Group,control_negative,non_mix,0.627203,0.202203
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Control_Group#0006,EN-Alto-1,seasons in the sun,Control_Group,control_negative,non_mix,0.625213,0.200213
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Always Remember Us This Way#Control_Group#0009,EN-Tenor-1,Always Remember Us This Way,Control_Group,control_negative,non_mix,0.621525,0.196525
English#EN-Tenor-1#Glissando#Someone Like You#Glissando_Group#0003,EN-Tenor-1,Someone Like You,Glissando_Group,other_negative,non_mix,0.618605,0.193605
English#EN-Tenor-1#Breathy#Always Remember Us This Way#Breathy_Group#0002,EN-Tenor-1,Always Remember Us This Way,Breathy_Group,breathy_group,non_mix,0.617257,0.192257
English#EN-Tenor-1#Breathy#All I Ask#Breathy_Group#0002,EN-Tenor-1,All I Ask,Breathy_Group,breathy_group,non_mix,0.617006,0.192006
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Someone You Loved#Control_Group#0001,EN-Tenor-1,Someone You Loved,Control_Group,control_negative,non_mix,0.614523,0.189523
English#EN-Alto-1#Mixed_Voice_and_Falsetto#make it shine#Control_Group#0004,EN-Alto-1,make it shine,Control_Group,control_negative,non_mix,0.614093,0.189093
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Wildest Dreams#Control_Group#0001,EN-Tenor-1,Wildest Dreams,Control_Group,control_negative,non_mix,0.612958,0.187958
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#I Knew You Were Trouble#Control_Group#0005,EN-Tenor-1,I Knew You Were Trouble,Control_Group,control_negative,non_mix,0.612665,0.187665
English#EN-Alto-1#Mixed_Voice_and_Falsetto#my love#Control_Group#0007,EN-Alto-1,my love,Control_Group,control_negative,non_mix,0.61235,0.18735
English#EN-Alto-1#Pharyngeal#who says#Pharyngeal_Group#0013,EN-Alto-1,who says,Pharyngeal_Group,other_negative,non_mix,0.610719,0.185719
English#EN-Alto-1#Pharyngeal#love stroy#Pharyngeal_Group#0005,EN-Alto-1,love stroy,Pharyngeal_Group,other_negative,non_mix,0.6101,0.1851
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Control_Group#0004,EN-Tenor-1,Love on the Brain,Control_Group,control_negative,non_mix,0.604257,0.179257
English#EN-Alto-1#Breathy#who says#Control_Group#0017,EN-Alto-1,who says,Control_Group,control_negative,non_mix,0.602611,0.177611
English#EN-Tenor-1#Pharyngeal#Million Reasons#Pharyngeal_Group#0000,EN-Tenor-1,Million Reasons,Pharyngeal_Group,other_negative,non_mix,0.600268,0.175268
English#EN-Tenor-1#Breathy#Always Remember Us This Way#Breathy_Group#0013,EN-Tenor-1,Always Remember Us This Way,Breathy_Group,breathy_group,non_mix,0.597329,0.172329
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Style#Control_Group#0008,EN-Tenor-1,Style,Control_Group,control_negative,non_mix,0.596188,0.171188
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0010,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.594138,0.169138
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Wildest Dreams#Falsetto_Group#0001,EN-Tenor-1,Wildest Dreams,Falsetto_Group,falsetto_group,non_mix,0.593588,0.168588
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love Story#Falsetto_Group#0000,EN-Tenor-1,Love Story,Falsetto_Group,falsetto_group,non_mix,0.592428,0.167428
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#I Knew You Were Trouble#Control_Group#0003,EN-Tenor-1,I Knew You Were Trouble,Control_Group,control_negative,non_mix,0.590473,0.165473
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Umbrella#Falsetto_Group#0006,EN-Tenor-1,Umbrella,Falsetto_Group,falsetto_group,non_mix,0.587455,0.162455
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#I Know Places#Falsetto_Group#0003,EN-Tenor-1,I Know Places,Falsetto_Group,falsetto_group,non_mix,0.586992,0.161992
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Always Remember Us This Way#Falsetto_Group#0014,EN-Tenor-1,Always Remember Us This Way,Falsetto_Group,falsetto_group,non_mix,0.583965,0.158965
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#What Was I Made For？#Falsetto_Group#0002,EN-Tenor-1,What Was I Made For？,Falsetto_Group,falsetto_group,non_mix,0.583175,0.158175
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Always Remember Us This Way#Control_Group#0014,EN-Tenor-1,Always Remember Us This Way,Control_Group,control_negative,non_mix,0.58064,0.15564
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#You Belong With Me#Falsetto_Group#0000,EN-Tenor-1,You Belong With Me,Falsetto_Group,falsetto_group,non_mix,0.577275,0.152275
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Someone You Loved#Control_Group#0000,EN-Tenor-1,Someone You Loved,Control_Group,control_negative,non_mix,0.575516,0.150516
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Lavender Haze#Control_Group#0003,EN-Tenor-1,Lavender Haze,Control_Group,control_negative,non_mix,0.575259,0.150259
English#EN-Alto-1#Mixed_Voice_and_Falsetto#la vie en rose#Control_Group#0002,EN-Alto-1,la vie en rose,Control_Group,control_negative,non_mix,0.574733,0.149733
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Firework#Falsetto_Group#0007,EN-Tenor-1,Firework,Falsetto_Group,falsetto_group,non_mix,0.572505,0.147505
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Wildest Dreams#Control_Group#0007,EN-Tenor-1,Wildest Dreams,Control_Group,control_negative,non_mix,0.571146,0.146146
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Cardigan#Falsetto_Group#0005,EN-Tenor-1,Cardigan,Falsetto_Group,falsetto_group,non_mix,0.567999,0.142999
English#EN-Tenor-1#Vibrato#Someone Like You#Vibrato_Group#0005,EN-Tenor-1,Someone Like You,Vibrato_Group,other_negative,non_mix,0.567275,0.142275
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#August#Falsetto_Group#0001,EN-Tenor-1,August,Falsetto_Group,falsetto_group,non_mix,0.566901,0.141901
English#EN-Tenor-1#Breathy#Always Remember Us This Way#Breathy_Group#0003,EN-Tenor-1,Always Remember Us This Way,Breathy_Group,breathy_group,non_mix,0.5658,0.1408
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Wildest Dreams#Control_Group#0002,EN-Tenor-1,Wildest Dreams,Control_Group,control_negative,non_mix,0.564716,0.139716
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Talking to the Moon#Control_Group#0007,EN-Tenor-1,Talking to the Moon,Control_Group,control_negative,non_mix,0.564618,0.139618
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Shallow#Control_Group#0005,EN-Tenor-1,Shallow,Control_Group,control_negative,non_mix,0.564359,0.139359
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Control_Group#0002,EN-Alto-1,you raise me up,Control_Group,control_negative,non_mix,0.564051,0.139051
English#EN-Tenor-1#Pharyngeal#Million Reasons#Pharyngeal_Group#0006,EN-Tenor-1,Million Reasons,Pharyngeal_Group,other_negative,non_mix,0.563337,0.138337
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Control_Group#0013,EN-Tenor-1,Love on the Brain,Control_Group,control_negative,non_mix,0.563118,0.138118
English#EN-Tenor-1#Breathy#All I Ask#Breathy_Group#0001,EN-Tenor-1,All I Ask,Breathy_Group,breathy_group,non_mix,0.56233,0.13733
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Shallow#Falsetto_Group#0007,EN-Tenor-1,Shallow,Falsetto_Group,falsetto_group,non_mix,0.561339,0.136339
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Look What You Make Me Do#Control_Group#0003,EN-Tenor-1,Look What You Make Me Do,Control_Group,control_negative,non_mix,0.559613,0.134613
English#EN-Alto-1#Pharyngeal#love stroy#Pharyngeal_Group#0009,EN-Alto-1,love stroy,Pharyngeal_Group,other_negative,non_mix,0.557874,0.132874
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Take a Bow#Control_Group#0003,EN-Tenor-1,Take a Bow,Control_Group,control_negative,non_mix,0.557619,0.132619
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#I Knew You Were Trouble#Falsetto_Group#0005,EN-Tenor-1,I Knew You Were Trouble,Falsetto_Group,falsetto_group,non_mix,0.554807,0.129807
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Control_Group#0003,EN-Tenor-1,Love on the Brain,Control_Group,control_negative,non_mix,0.553767,0.128767
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Take a Bow#Control_Group#0001,EN-Tenor-1,Take a Bow,Control_Group,control_negative,non_mix,0.553642,0.128642
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Diamonds#Control_Group#0007,EN-Tenor-1,Diamonds,Control_Group,control_negative,non_mix,0.552416,0.127416
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Control_Group#0004,EN-Alto-1,yesterday once more,Control_Group,control_negative,non_mix,0.546184,0.121184
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Summertime Sadness#Falsetto_Group#0001,EN-Tenor-1,Summertime Sadness,Falsetto_Group,falsetto_group,non_mix,0.545452,0.120452
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0012,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.545325,0.120325
English#EN-Alto-1#Mixed_Voice_and_Falsetto#all is found#Control_Group#0000,EN-Alto-1,all is found,Control_Group,control_negative,non_mix,0.544596,0.119596
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Control_Group#0007,EN-Alto-1,how does a moment last forever,Control_Group,control_negative,non_mix,0.5437,0.1187
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Falsetto_Group#0000,EN-Tenor-1,Love on the Brain,Falsetto_Group,falsetto_group,non_mix,0.542487,0.117487
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Rolling in the Deep#Control_Group#0005,EN-Tenor-1,Rolling in the Deep,Control_Group,control_negative,non_mix,0.541434,0.116434
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0022,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.540097,0.115097
English#EN-Tenor-1#Vibrato#Someone Like You#Vibrato_Group#0007,EN-Tenor-1,Someone Like You,Vibrato_Group,other_negative,non_mix,0.538941,0.113941
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Rolling in the Deep#Control_Group#0006,EN-Tenor-1,Rolling in the Deep,Control_Group,control_negative,non_mix,0.537741,0.112741
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0004,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.535792,0.110792
English#EN-Alto-2#Pharyngeal#Someone Like You#Pharyngeal_Group#0001,EN-Alto-2,Someone Like You,Pharyngeal_Group,other_negative,non_mix,0.535647,0.110647
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#What Was I Made For？#Control_Group#0002,EN-Tenor-1,What Was I Made For？,Control_Group,control_negative,non_mix,0.533913,0.108913
English#EN-Tenor-1#Breathy#Someone Like You#Control_Group#0004,EN-Tenor-1,Someone Like You,Control_Group,control_negative,non_mix,0.53288,0.10788
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Always Remember Us This Way#Falsetto_Group#0010,EN-Tenor-1,Always Remember Us This Way,Falsetto_Group,falsetto_group,non_mix,0.530308,0.105308
English#EN-Tenor-1#Pharyngeal#All I Ask#Control_Group#0001,EN-Tenor-1,All I Ask,Control_Group,control_negative,non_mix,0.530216,0.105216
English#EN-Tenor-1#Vibrato#All I Ask#Control_Group#0001,EN-Tenor-1,All I Ask,Control_Group,control_negative,non_mix,0.530216,0.105216
English#EN-Alto-1#Pharyngeal#love stroy#Pharyngeal_Group#0008,EN-Alto-1,love stroy,Pharyngeal_Group,other_negative,non_mix,0.529866,0.104866
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Someone You Loved#Falsetto_Group#0001,EN-Tenor-1,Someone You Loved,Falsetto_Group,falsetto_group,non_mix,0.529685,0.104685
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Lavender Haze#Control_Group#0000,EN-Tenor-1,Lavender Haze,Control_Group,control_negative,non_mix,0.529521,0.104521
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Control_Group#0011,EN-Alto-1,how does a moment last forever,Control_Group,control_negative,non_mix,0.529121,0.104121
English#EN-Alto-1#Mixed_Voice_and_Falsetto#Arriety's song#Control_Group#0003,EN-Alto-1,Arriety's song,Control_Group,control_negative,non_mix,0.528189,0.103189
English#EN-Alto-1#Breathy#treasure#Control_Group#0006,EN-Alto-1,treasure,Control_Group,control_negative,non_mix,0.527207,0.102207
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Control_Group#0006,EN-Alto-1,how does a moment last forever,Control_Group,control_negative,non_mix,0.525674,0.100674
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Seasons of Love#Control_Group#0001,EN-Alto-2,Seasons of Love,Control_Group,control_negative,non_mix,0.525451,0.100451
English#EN-Alto-1#Mixed_Voice_and_Falsetto#my love#Falsetto_Group#0009,EN-Alto-1,my love,Falsetto_Group,falsetto_group,non_mix,0.525275,0.100275
English#EN-Tenor-1#Breathy#Someone Like You#Control_Group#0005,EN-Tenor-1,Someone Like You,Control_Group,control_negative,non_mix,0.522749,0.097749
English#EN-Tenor-1#Pharyngeal#Someone Like You#Control_Group#0005,EN-Tenor-1,Someone Like You,Control_Group,control_negative,non_mix,0.522749,0.097749
English#EN-Tenor-1#Vibrato#Someone Like You#Control_Group#0005,EN-Tenor-1,Someone Like You,Control_Group,control_negative,non_mix,0.522749,0.097749
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#You Belong With Me#Control_Group#0008,EN-Tenor-1,You Belong With Me,Control_Group,control_negative,non_mix,0.522565,0.097565
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0015,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.518897,0.093897
English#EN-Alto-1#Pharyngeal#love stroy#Pharyngeal_Group#0012,EN-Alto-1,love stroy,Pharyngeal_Group,other_negative,non_mix,0.516205,0.091205
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Cardigan#Control_Group#0006,EN-Tenor-1,Cardigan,Control_Group,control_negative,non_mix,0.514071,0.089071
English#EN-Tenor-1#Breathy#Million Reasons#Breathy_Group#0003,EN-Tenor-1,Million Reasons,Breathy_Group,breathy_group,non_mix,0.513806,0.088806
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Cardigan#Control_Group#0000,EN-Tenor-1,Cardigan,Control_Group,control_negative,non_mix,0.512845,0.087845
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Take a Bow#Control_Group#0004,EN-Tenor-1,Take a Bow,Control_Group,control_negative,non_mix,0.512706,0.087706
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#You Belong With Me#Control_Group#0001,EN-Tenor-1,You Belong With Me,Control_Group,control_negative,non_mix,0.512369,0.087369
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Unconditionally#Falsetto_Group#0002,EN-Tenor-1,Unconditionally,Falsetto_Group,falsetto_group,non_mix,0.511694,0.086694
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Control_Group#0013,EN-Alto-1,how does a moment last forever,Control_Group,control_negative,non_mix,0.510704,0.085704
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Control_Group#0014,EN-Alto-1,let it go,Control_Group,control_negative,non_mix,0.509906,0.084906
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Lavender Haze#Falsetto_Group#0001,EN-Tenor-1,Lavender Haze,Falsetto_Group,falsetto_group,non_mix,0.509339,0.084339
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Control_Group#0006,EN-Alto-1,you raise me up,Control_Group,control_negative,non_mix,0.508623,0.083623
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Falsetto_Group#0001,EN-Tenor-1,Love on the Brain,Falsetto_Group,falsetto_group,non_mix,0.507985,0.082985
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Control_Group#0003,EN-Alto-1,you raise me up,Control_Group,control_negative,non_mix,0.507717,0.082717
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Take a Bow#Falsetto_Group#0000,EN-Tenor-1,Take a Bow,Falsetto_Group,falsetto_group,non_mix,0.506949,0.081949
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Exile#Control_Group#0001,EN-Tenor-1,Exile,Control_Group,control_negative,non_mix,0.506594,0.081594
English#EN-Tenor-1#Glissando#Someone Like You#Control_Group#0003,EN-Tenor-1,Someone Like You,Control_Group,control_negative,non_mix,0.504038,0.079038
English#EN-Alto-1#Breathy#god is a girl#Breathy_Group#0002,EN-Alto-1,god is a girl,Breathy_Group,breathy_group,non_mix,0.503784,0.078784
English#EN-Alto-1#Mixed_Voice_and_Falsetto#all is found#Control_Group#0004,EN-Alto-1,all is found,Control_Group,control_negative,non_mix,0.502258,0.077258
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Wildest Dreams#Control_Group#0006,EN-Tenor-1,Wildest Dreams,Control_Group,control_negative,non_mix,0.501057,0.076057
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Control_Group#0008,EN-Alto-1,you raise me up,Control_Group,control_negative,non_mix,0.500938,0.075938
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Exile#Control_Group#0005,EN-Tenor-1,Exile,Control_Group,control_negative,non_mix,0.500857,0.075857
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Control_Group#0002,EN-Tenor-1,Love on the Brain,Control_Group,control_negative,non_mix,0.49979,0.07479
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Enchanted#Control_Group#0002,EN-Tenor-1,Enchanted,Control_Group,control_negative,non_mix,0.499223,0.074223
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Wildest Dreams#Control_Group#0003,EN-Tenor-1,Wildest Dreams,Control_Group,control_negative,non_mix,0.498355,0.073355
English#EN-Alto-1#Mixed_Voice_and_Falsetto#make it shine#Control_Group#0009,EN-Alto-1,make it shine,Control_Group,control_negative,non_mix,0.497534,0.072534
English#EN-Tenor-1#Glissando#Someone Like You#Glissando_Group#0002,EN-Tenor-1,Someone Like You,Glissando_Group,other_negative,non_mix,0.496951,0.071951
English#EN-Alto-1#Mixed_Voice_and_Falsetto#my love#Control_Group#0010,EN-Alto-1,my love,Control_Group,control_negative,non_mix,0.492721,0.067721
