item_name,singer,song_name,group_name,binary_role,mix_variant,mix_prob,threshold_gap
English#EN-Alto-1#Glissando#for the first time in forever#Control_Group#0009,EN-Alto-1,for the first time in forever,Control_Group,positive_mix,clear_mix,0.139082,0.260918
English#EN-Alto-1#Breathy#innocence#Control_Group#0005,EN-Alto-1,innocence,Control_Group,positive_mix,clear_mix,0.138701,0.261299
English#EN-Alto-1#Vibrato#edelweiss#Vibrato_Group#0002,EN-Alto-1,edelweiss,Vibrato_Group,positive_mix,clear_mix,0.138622,0.261378
English#EN-Alto-1#Glissando#for the first time in forever#Control_Group#0002,EN-Alto-1,for the first time in forever,Control_Group,positive_mix,clear_mix,0.136767,0.263233
English#EN-Alto-1#Breathy#sleepyhead#Control_Group#0006,EN-Alto-1,sleepyhead,Control_Group,positive_mix,clear_mix,0.136591,0.263409
English#EN-Alto-1#Breathy#let it go#Breathy_Group#0002,EN-Alto-1,let it go,Breathy_Group,positive_mix,clear_mix,0.134386,0.265614
English#EN-Tenor-1#Glissando#I Knew You Were Trouble#Control_Group#0008,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.133028,0.266972
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Always Remember Us This Way#Mixed_Voice_Group#0015,EN-Tenor-1,Always Remember Us This Way,Mixed_Voice_Group,positive_mix,clear_mix,0.129626,0.270374
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Mixed_Voice_Group#0011,EN-Tenor-1,Love on the Brain,Mixed_Voice_Group,positive_mix,clear_mix,0.127997,0.272003
English#EN-Alto-1#Glissando#trouble is a friend#Control_Group#0002,EN-Alto-1,trouble is a friend,Control_Group,positive_mix,clear_mix,0.127972,0.272028
English#EN-Alto-1#Vibrato#memory#Control_Group#0000,EN-Alto-1,memory,Control_Group,positive_mix,clear_mix,0.126004,0.273996
English#EN-Alto-1#Glissando#god is a girl#Control_Group#0009,EN-Alto-1,god is a girl,Control_Group,positive_mix,clear_mix,0.125712,0.274288
English#EN-Alto-1#Breathy#let it go#Breathy_Group#0001,EN-Alto-1,let it go,Breathy_Group,positive_mix,clear_mix,0.123812,0.276188
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Mixed_Voice_Group#0002,EN-Alto-1,yesterday once more,Mixed_Voice_Group,positive_mix,clear_mix,0.123289,0.276711
English#EN-Alto-1#Glissando#tell me that you love me#Glissando_Group#0009,EN-Alto-1,tell me that you love me,Glissando_Group,positive_mix,clear_mix,0.120672,0.279328
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#August#Mixed_Voice_Group#0003,EN-Tenor-1,August,Mixed_Voice_Group,positive_mix,clear_mix,0.119513,0.280487
English#EN-Tenor-1#Pharyngeal#What Was I Made For？#Control_Group#0006,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.119281,0.280719
English#EN-Alto-1#Mixed_Voice_and_Falsetto#la vie en rose#Mixed_Voice_Group#0002,EN-Alto-1,la vie en rose,Mixed_Voice_Group,positive_mix,clear_mix,0.119165,0.280835
English#EN-Alto-1#Mixed_Voice_and_Falsetto#all is found#Control_Group#0008,EN-Alto-1,all is found,Control_Group,positive_mix,clear_mix,0.119134,0.280866
English#EN-Alto-1#Breathy#innocence#Breathy_Group#0011,EN-Alto-1,innocence,Breathy_Group,positive_mix,clear_mix,0.118375,0.281625
English#EN-Tenor-1#Glissando#What Was I Made For？#Glissando_Group#0005,EN-Tenor-1,What Was I Made For？,Glissando_Group,positive_mix,clear_mix,0.117442,0.282558
English#EN-Tenor-1#Vibrato#What Was I Made For？#Control_Group#0006,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.117239,0.282761
English#EN-Tenor-1#Vibrato#Million Reasons#Vibrato_Group#0003,EN-Tenor-1,Million Reasons,Vibrato_Group,positive_mix,clear_mix,0.115752,0.284248
English#EN-Tenor-1#Glissando#What Was I Made For？#Control_Group#0005,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.115441,0.284559
English#EN-Alto-1#Mixed_Voice_and_Falsetto#how does a moment last forever#Mixed_Voice_Group#0014,EN-Alto-1,how does a moment last forever,Mixed_Voice_Group,positive_mix,clear_mix,0.115052,0.284948
English#EN-Alto-1#Glissando#trouble is a friend#Control_Group#0011,EN-Alto-1,trouble is a friend,Control_Group,positive_mix,clear_mix,0.114501,0.285499
English#EN-Alto-1#Breathy#sleepyhead#Breathy_Group#0004,EN-Alto-1,sleepyhead,Breathy_Group,positive_mix,breathy_mix,0.113763,0.286237
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Blank Space#Mixed_Voice_Group#0004,EN-Tenor-1,Blank Space,Mixed_Voice_Group,positive_mix,clear_mix,0.112693,0.287307
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Mixed_Voice_Group#0014,EN-Alto-1,you raise me up,Mixed_Voice_Group,positive_mix,clear_mix,0.112568,0.287432
English#EN-Alto-1#Breathy#safe and sound#Breathy_Group#0010,EN-Alto-1,safe and sound,Breathy_Group,positive_mix,clear_mix,0.112249,0.287751
English#EN-Alto-1#Vibrato#memory#Vibrato_Group#0003,EN-Alto-1,memory,Vibrato_Group,positive_mix,clear_mix,0.111487,0.288513
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Firework#Mixed_Voice_Group#0010,EN-Tenor-1,Firework,Mixed_Voice_Group,positive_mix,clear_mix,0.11021,0.28979
English#EN-Tenor-1#Breathy#What Was I Made For？#Control_Group#0007,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.109042,0.290958
English#EN-Tenor-1#Glissando#Enchanted#Control_Group#0003,EN-Tenor-1,Enchanted,Control_Group,positive_mix,clear_mix,0.10874,0.29126
English#EN-Alto-1#Breathy#once up a dream#Breathy_Group#0003,EN-Alto-1,once up a dream,Breathy_Group,positive_mix,clear_mix,0.108254,0.291746
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Mixed_Voice_Group#0001,EN-Alto-1,yesterday once more,Mixed_Voice_Group,positive_mix,clear_mix,0.108035,0.291965
English#EN-Tenor-1#Glissando#What Was I Made For？#Control_Group#0001,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.106423,0.293577
English#EN-Alto-1#Vibrato#edelweiss#Vibrato_Group#0006,EN-Alto-1,edelweiss,Vibrato_Group,positive_mix,clear_mix,0.106047,0.293953
English#EN-Tenor-1#Vibrato#I Knew You Were Trouble#Vibrato_Group#0009,EN-Tenor-1,I Knew You Were Trouble,Vibrato_Group,positive_mix,clear_mix,0.105937,0.294063
English#EN-Tenor-1#Breathy#What Was I Made For？#Control_Group#0001,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.10544,0.29456
English#EN-Tenor-1#Pharyngeal#What Was I Made For？#Control_Group#0001,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.10544,0.29456
English#EN-Tenor-1#Vibrato#What Was I Made For？#Control_Group#0001,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.10544,0.29456
English#EN-Alto-1#Pharyngeal#monsters#Control_Group#0009,EN-Alto-1,monsters,Control_Group,positive_mix,clear_mix,0.105381,0.294619
English#EN-Alto-1#Pharyngeal#beauty and the beast#Control_Group#0009,EN-Alto-1,beauty and the beast,Control_Group,positive_mix,clear_mix,0.101911,0.298089
English#EN-Tenor-1#Glissando#I Knew You Were Trouble#Glissando_Group#0007,EN-Tenor-1,I Knew You Were Trouble,Glissando_Group,positive_mix,clear_mix,0.10075,0.29925
English#EN-Alto-1#Mixed_Voice_and_Falsetto#big big world#Mixed_Voice_Group#0012,EN-Alto-1,big big world,Mixed_Voice_Group,positive_mix,clear_mix,0.097746,0.302254
English#EN-Alto-1#Breathy#safe and sound#Breathy_Group#0006,EN-Alto-1,safe and sound,Breathy_Group,positive_mix,clear_mix,0.09699,0.30301
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Unconditionally#Mixed_Voice_Group#0005,EN-Tenor-1,Unconditionally,Mixed_Voice_Group,positive_mix,clear_mix,0.096698,0.303302
English#EN-Tenor-1#Glissando#Stay#Glissando_Group#0007,EN-Tenor-1,Stay,Glissando_Group,positive_mix,clear_mix,0.095932,0.304068
English#EN-Alto-1#Breathy#all is found#Breathy_Group#0005,EN-Alto-1,all is found,Breathy_Group,positive_mix,breathy_mix,0.095727,0.304273
English#EN-Alto-1#Glissando#for the first time in forever#Control_Group#0000,EN-Alto-1,for the first time in forever,Control_Group,positive_mix,clear_mix,0.095012,0.304988
English#EN-Tenor-1#Glissando#Enchanted#Glissando_Group#0003,EN-Tenor-1,Enchanted,Glissando_Group,positive_mix,head_mix,0.094213,0.305787
English#EN-Alto-1#Glissando#tell me that you love me#Control_Group#0004,EN-Alto-1,tell me that you love me,Control_Group,positive_mix,clear_mix,0.093952,0.306048
English#EN-Tenor-1#Breathy#All I Ask#Control_Group#0007,EN-Tenor-1,All I Ask,Control_Group,positive_mix,clear_mix,0.093092,0.306908
English#EN-Tenor-1#Pharyngeal#All I Ask#Control_Group#0007,EN-Tenor-1,All I Ask,Control_Group,positive_mix,clear_mix,0.093092,0.306908
English#EN-Tenor-1#Vibrato#All I Ask#Control_Group#0007,EN-Tenor-1,All I Ask,Control_Group,positive_mix,clear_mix,0.093092,0.306908
English#EN-Alto-1#Breathy#who says#Breathy_Group#0004,EN-Alto-1,who says,Breathy_Group,positive_mix,breathy_mix,0.092051,0.307949
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Always Remember Us This Way#Mixed_Voice_Group#0008,EN-Tenor-1,Always Remember Us This Way,Mixed_Voice_Group,positive_mix,clear_mix,0.090306,0.309694
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#You Belong With Me#Mixed_Voice_Group#0003,EN-Tenor-1,You Belong With Me,Mixed_Voice_Group,positive_mix,clear_mix,0.089041,0.310959
English#EN-Alto-1#Vibrato#memory#Control_Group#0005,EN-Alto-1,memory,Control_Group,positive_mix,clear_mix,0.088449,0.311551
English#EN-Alto-1#Breathy#treasure#Breathy_Group#0001,EN-Alto-1,treasure,Breathy_Group,positive_mix,clear_mix,0.087752,0.312248
English#EN-Alto-1#Breathy#once up a dream#Breathy_Group#0001,EN-Alto-1,once up a dream,Breathy_Group,positive_mix,clear_mix,0.087086,0.312914
English#EN-Tenor-1#Breathy#What Was I Made For？#Control_Group#0008,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.086588,0.313412
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Mixed_Voice_Group#0006,EN-Tenor-1,Love on the Brain,Mixed_Voice_Group,positive_mix,clear_mix,0.08543,0.31457
English#EN-Tenor-1#Vibrato#I Knew You Were Trouble#Vibrato_Group#0010,EN-Tenor-1,I Knew You Were Trouble,Vibrato_Group,positive_mix,clear_mix,0.084273,0.315727
English#EN-Alto-2#Glissando#Yesterday Once More#Glissando_Group#0009,EN-Alto-2,Yesterday Once More,Glissando_Group,positive_mix,clear_mix,0.083579,0.316421
English#EN-Tenor-1#Glissando#You Belong With Me#Glissando_Group#0006,EN-Tenor-1,You Belong With Me,Glissando_Group,positive_mix,clear_mix,0.083471,0.316529
English#EN-Tenor-1#Glissando#You Belong With Me#Glissando_Group#0005,EN-Tenor-1,You Belong With Me,Glissando_Group,positive_mix,clear_mix,0.082519,0.317481
English#EN-Tenor-1#Breathy#Enchanted#Control_Group#0003,EN-Tenor-1,Enchanted,Control_Group,positive_mix,clear_mix,0.080485,0.319515
English#EN-Tenor-1#Pharyngeal#Enchanted#Control_Group#0003,EN-Tenor-1,Enchanted,Control_Group,positive_mix,clear_mix,0.080485,0.319515
English#EN-Tenor-1#Vibrato#Enchanted#Control_Group#0003,EN-Tenor-1,Enchanted,Control_Group,positive_mix,clear_mix,0.080485,0.319515
English#EN-Alto-1#Glissando#my love#Control_Group#0006,EN-Alto-1,my love,Control_Group,positive_mix,clear_mix,0.079284,0.320716
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Take a Bow#Mixed_Voice_Group#0002,EN-Tenor-1,Take a Bow,Mixed_Voice_Group,positive_mix,clear_mix,0.079166,0.320834
English#EN-Tenor-1#Breathy#Shallow#Control_Group#0011,EN-Tenor-1,Shallow,Control_Group,positive_mix,clear_mix,0.078703,0.321297
English#EN-Alto-1#Breathy#let it go#Control_Group#0000,EN-Alto-1,let it go,Control_Group,positive_mix,clear_mix,0.078545,0.321455
English#EN-Alto-1#Vibrato#if you love me for me#Vibrato_Group#0011,EN-Alto-1,if you love me for me,Vibrato_Group,positive_mix,clear_mix,0.078468,0.321532
English#EN-Alto-1#Pharyngeal#somewhere over the rainbow#Control_Group#0002,EN-Alto-1,somewhere over the rainbow,Control_Group,positive_mix,clear_mix,0.078329,0.321671
English#EN-Tenor-1#Glissando#Always Remember Us This Way#Glissando_Group#0012,EN-Tenor-1,Always Remember Us This Way,Glissando_Group,positive_mix,clear_mix,0.078251,0.321749
English#EN-Alto-1#Glissando#god is a girl#Control_Group#0002,EN-Alto-1,god is a girl,Control_Group,positive_mix,clear_mix,0.077308,0.322692
English#EN-Alto-1#Breathy#sleepyhead#Breathy_Group#0006,EN-Alto-1,sleepyhead,Breathy_Group,positive_mix,breathy_mix,0.077062,0.322938
English#EN-Tenor-1#Pharyngeal#Unconditionally#Control_Group#0000,EN-Tenor-1,Unconditionally,Control_Group,positive_mix,clear_mix,0.076651,0.323349
English#EN-Tenor-1#Vibrato#Enchanted#Vibrato_Group#0003,EN-Tenor-1,Enchanted,Vibrato_Group,positive_mix,clear_mix,0.076424,0.323576
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Always Remember Us This Way#Mixed_Voice_Group#0007,EN-Tenor-1,Always Remember Us This Way,Mixed_Voice_Group,positive_mix,clear_mix,0.075895,0.324105
English#EN-Tenor-1#Vibrato#Enchanted#Vibrato_Group#0004,EN-Tenor-1,Enchanted,Vibrato_Group,positive_mix,clear_mix,0.075882,0.324118
English#EN-Alto-1#Mixed_Voice_and_Falsetto#somewhere over the rainbow#Mixed_Voice_Group#0006,EN-Alto-1,somewhere over the rainbow,Mixed_Voice_Group,positive_mix,clear_mix,0.075665,0.324335
English#EN-Tenor-1#Glissando#Stay#Glissando_Group#0011,EN-Tenor-1,Stay,Glissando_Group,positive_mix,clear_mix,0.075638,0.324362
English#EN-Alto-1#Breathy#all is found#Control_Group#0009,EN-Alto-1,all is found,Control_Group,positive_mix,clear_mix,0.074573,0.325427
English#EN-Alto-1#Breathy#someday or oneday#Breathy_Group#0005,EN-Alto-1,someday or oneday,Breathy_Group,positive_mix,clear_mix,0.074177,0.325823
English#EN-Alto-1#Breathy#let it go#Control_Group#0006,EN-Alto-1,let it go,Control_Group,positive_mix,clear_mix,0.073173,0.326827
English#EN-Tenor-1#Breathy#Shallow#Control_Group#0007,EN-Tenor-1,Shallow,Control_Group,positive_mix,clear_mix,0.072764,0.327236
English#EN-Tenor-1#Glissando#Million Reasons#Control_Group#0006,EN-Tenor-1,Million Reasons,Control_Group,positive_mix,clear_mix,0.072394,0.327606
English#EN-Tenor-1#Pharyngeal#Million Reasons#Control_Group#0006,EN-Tenor-1,Million Reasons,Control_Group,positive_mix,clear_mix,0.072394,0.327606
English#EN-Alto-1#Breathy#sleepyhead#Control_Group#0000,EN-Alto-1,sleepyhead,Control_Group,positive_mix,clear_mix,0.07056,0.32944
English#EN-Alto-1#Mixed_Voice_and_Falsetto#Arriety's song#Mixed_Voice_Group#0005,EN-Alto-1,Arriety's song,Mixed_Voice_Group,positive_mix,clear_mix,0.070051,0.329949
English#EN-Tenor-1#Vibrato#What Was I Made For？#Vibrato_Group#0010,EN-Tenor-1,What Was I Made For？,Vibrato_Group,positive_mix,clear_mix,0.069888,0.330112
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Take a Bow#Mixed_Voice_Group#0004,EN-Tenor-1,Take a Bow,Mixed_Voice_Group,positive_mix,clear_mix,0.069233,0.330767
English#EN-Tenor-1#Pharyngeal#What Was I Made For？#Control_Group#0007,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.069175,0.330825
English#EN-Alto-1#Vibrato#edelweiss#Vibrato_Group#0005,EN-Alto-1,edelweiss,Vibrato_Group,positive_mix,clear_mix,0.068978,0.331022
English#EN-Tenor-1#Vibrato#Enchanted#Vibrato_Group#0008,EN-Tenor-1,Enchanted,Vibrato_Group,positive_mix,clear_mix,0.068058,0.331942
English#EN-Tenor-1#Vibrato#Enchanted#Vibrato_Group#0005,EN-Tenor-1,Enchanted,Vibrato_Group,positive_mix,clear_mix,0.067192,0.332808
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Umbrella#Mixed_Voice_Group#0000,EN-Tenor-1,Umbrella,Mixed_Voice_Group,positive_mix,clear_mix,0.067176,0.332824
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Cardigan#Mixed_Voice_Group#0003,EN-Tenor-1,Cardigan,Mixed_Voice_Group,positive_mix,clear_mix,0.065605,0.334395
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Shallow#Mixed_Voice_Group#0002,EN-Tenor-1,Shallow,Mixed_Voice_Group,positive_mix,clear_mix,0.065013,0.334987
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Shallow#Mixed_Voice_Group#0003,EN-Tenor-1,Shallow,Mixed_Voice_Group,positive_mix,clear_mix,0.064919,0.335081
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Style#Mixed_Voice_Group#0003,EN-Tenor-1,Style,Mixed_Voice_Group,positive_mix,clear_mix,0.063841,0.336159
English#EN-Alto-1#Glissando#my love#Control_Group#0009,EN-Alto-1,my love,Control_Group,positive_mix,clear_mix,0.063304,0.336696
English#EN-Tenor-1#Vibrato#What Was I Made For？#Control_Group#0007,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.062429,0.337571
English#EN-Alto-1#Breathy#innocence#Breathy_Group#0012,EN-Alto-1,innocence,Breathy_Group,positive_mix,clear_mix,0.062375,0.337625
English#EN-Tenor-1#Vibrato#Enchanted#Vibrato_Group#0001,EN-Tenor-1,Enchanted,Vibrato_Group,positive_mix,clear_mix,0.062274,0.337726
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Firework#Mixed_Voice_Group#0011,EN-Tenor-1,Firework,Mixed_Voice_Group,positive_mix,clear_mix,0.062246,0.337754
English#EN-Tenor-1#Breathy#I Knew You Were Trouble#Control_Group#0006,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.061634,0.338366
English#EN-Tenor-1#Pharyngeal#I Knew You Were Trouble#Control_Group#0006,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.061634,0.338366
English#EN-Tenor-1#Breathy#What Was I Made For？#Control_Group#0000,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.061445,0.338555
English#EN-Tenor-1#Glissando#What Was I Made For？#Control_Group#0000,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.061445,0.338555
English#EN-Tenor-1#Pharyngeal#What Was I Made For？#Control_Group#0000,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.061445,0.338555
English#EN-Tenor-1#Vibrato#What Was I Made For？#Control_Group#0000,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.061445,0.338555
English#EN-Alto-1#Pharyngeal#monsters#Control_Group#0004,EN-Alto-1,monsters,Control_Group,positive_mix,clear_mix,0.061037,0.338963
English#EN-Tenor-1#Breathy#Rolling in the Deep#Control_Group#0006,EN-Tenor-1,Rolling in the Deep,Control_Group,positive_mix,clear_mix,0.060725,0.339275
English#EN-Tenor-1#Pharyngeal#Rolling in the Deep#Control_Group#0006,EN-Tenor-1,Rolling in the Deep,Control_Group,positive_mix,clear_mix,0.060725,0.339275
English#EN-Tenor-1#Vibrato#Rolling in the Deep#Control_Group#0006,EN-Tenor-1,Rolling in the Deep,Control_Group,positive_mix,clear_mix,0.060725,0.339275
English#EN-Alto-1#Mixed_Voice_and_Falsetto#la vie en rose#Mixed_Voice_Group#0005,EN-Alto-1,la vie en rose,Mixed_Voice_Group,positive_mix,clear_mix,0.060665,0.339335
English#EN-Alto-1#Vibrato#my heart will go on#Vibrato_Group#0011,EN-Alto-1,my heart will go on,Vibrato_Group,positive_mix,clear_mix,0.060582,0.339418
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Umbrella#Mixed_Voice_Group#0004,EN-Tenor-1,Umbrella,Mixed_Voice_Group,positive_mix,clear_mix,0.060522,0.339478
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Mixed_Voice_Group#0013,EN-Tenor-1,Love on the Brain,Mixed_Voice_Group,positive_mix,clear_mix,0.060037,0.339963
English#EN-Alto-1#Vibrato#memory#Control_Group#0010,EN-Alto-1,memory,Control_Group,positive_mix,clear_mix,0.059373,0.340627
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Umbrella#Mixed_Voice_Group#0002,EN-Tenor-1,Umbrella,Mixed_Voice_Group,positive_mix,clear_mix,0.059082,0.340918
English#EN-Alto-1#Glissando#trouble is a friend#Control_Group#0013,EN-Alto-1,trouble is a friend,Control_Group,positive_mix,clear_mix,0.058966,0.341034
English#EN-Tenor-1#Breathy#You Belong With Me#Control_Group#0006,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.058723,0.341277
English#EN-Tenor-1#Pharyngeal#You Belong With Me#Control_Group#0006,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.058723,0.341277
English#EN-Alto-1#Vibrato#edelweiss#Control_Group#0002,EN-Alto-1,edelweiss,Control_Group,positive_mix,clear_mix,0.058043,0.341957
English#EN-Tenor-1#Vibrato#You Belong With Me#Control_Group#0006,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.057938,0.342062
English#EN-Tenor-1#Glissando#What Was I Made For？#Control_Group#0006,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.057766,0.342234
English#EN-Alto-1#Glissando#rolling in the deep#Glissando_Group#0002,EN-Alto-1,rolling in the deep,Glissando_Group,positive_mix,clear_mix,0.057587,0.342413
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Exile#Mixed_Voice_Group#0003,EN-Tenor-1,Exile,Mixed_Voice_Group,positive_mix,clear_mix,0.057166,0.342834
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Exile#Mixed_Voice_Group#0005,EN-Tenor-1,Exile,Mixed_Voice_Group,positive_mix,clear_mix,0.057041,0.342959
English#EN-Tenor-1#Vibrato#Million Reasons#Control_Group#0006,EN-Tenor-1,Million Reasons,Control_Group,positive_mix,clear_mix,0.057039,0.342961
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Mixed_Voice_Group#0004,EN-Alto-1,you raise me up,Mixed_Voice_Group,positive_mix,clear_mix,0.056655,0.343345
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Love on the Brain#Mixed_Voice_Group#0014,EN-Tenor-1,Love on the Brain,Mixed_Voice_Group,positive_mix,clear_mix,0.055549,0.344451
English#EN-Tenor-1#Glissando#You Belong With Me#Control_Group#0006,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.055046,0.344954
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Summertime Sadness#Mixed_Voice_Group#0000,EN-Tenor-1,Summertime Sadness,Mixed_Voice_Group,positive_mix,clear_mix,0.054363,0.345637
English#EN-Alto-1#Breathy#innocence#Breathy_Group#0005,EN-Alto-1,innocence,Breathy_Group,positive_mix,clear_mix,0.053778,0.346222
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Always Remember Us This Way#Mixed_Voice_Group#0000,EN-Tenor-1,Always Remember Us This Way,Mixed_Voice_Group,positive_mix,clear_mix,0.053642,0.346358
English#EN-Tenor-1#Vibrato#Stay#Vibrato_Group#0004,EN-Tenor-1,Stay,Vibrato_Group,positive_mix,clear_mix,0.053516,0.346484
English#EN-Alto-1#Pharyngeal#monsters#Control_Group#0001,EN-Alto-1,monsters,Control_Group,positive_mix,clear_mix,0.053369,0.346631
English#EN-Alto-1#Breathy#safe and sound#Breathy_Group#0002,EN-Alto-1,safe and sound,Breathy_Group,positive_mix,clear_mix,0.053358,0.346642
English#EN-Tenor-1#Glissando#Always Remember Us This Way#Control_Group#0013,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.053315,0.346685
English#EN-Tenor-1#Pharyngeal#Always Remember Us This Way#Control_Group#0013,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.053315,0.346685
English#EN-Tenor-1#Vibrato#Always Remember Us This Way#Control_Group#0013,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.053315,0.346685
English#EN-Tenor-1#Glissando#Enchanted#Glissando_Group#0008,EN-Tenor-1,Enchanted,Glissando_Group,positive_mix,clear_mix,0.053279,0.346721
English#EN-Tenor-1#Vibrato#I Knew You Were Trouble#Vibrato_Group#0004,EN-Tenor-1,I Knew You Were Trouble,Vibrato_Group,positive_mix,clear_mix,0.053125,0.346875
English#EN-Tenor-1#Vibrato#Always Remember Us This Way#Vibrato_Group#0011,EN-Tenor-1,Always Remember Us This Way,Vibrato_Group,positive_mix,clear_mix,0.052905,0.347095
English#EN-Alto-1#Pharyngeal#somewhere over the rainbow#Control_Group#0003,EN-Alto-1,somewhere over the rainbow,Control_Group,positive_mix,clear_mix,0.052892,0.347108
English#EN-Alto-1#Mixed_Voice_and_Falsetto#Arriety's song#Mixed_Voice_Group#0007,EN-Alto-1,Arriety's song,Mixed_Voice_Group,positive_mix,clear_mix,0.05276,0.34724
English#EN-Tenor-1#Breathy#Rolling in the Deep#Control_Group#0007,EN-Tenor-1,Rolling in the Deep,Control_Group,positive_mix,clear_mix,0.05272,0.34728
English#EN-Tenor-1#Pharyngeal#Rolling in the Deep#Control_Group#0007,EN-Tenor-1,Rolling in the Deep,Control_Group,positive_mix,clear_mix,0.05272,0.34728
English#EN-Tenor-1#Vibrato#Rolling in the Deep#Control_Group#0007,EN-Tenor-1,Rolling in the Deep,Control_Group,positive_mix,clear_mix,0.05272,0.34728
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Exile#Mixed_Voice_Group#0000,EN-Tenor-1,Exile,Mixed_Voice_Group,positive_mix,clear_mix,0.052478,0.347522
English#EN-Alto-1#Glissando#god is a girl#Control_Group#0001,EN-Alto-1,god is a girl,Control_Group,positive_mix,clear_mix,0.05197,0.34803
English#EN-Tenor-1#Pharyngeal#Stay#Control_Group#0002,EN-Tenor-1,Stay,Control_Group,positive_mix,clear_mix,0.051711,0.348289
English#EN-Tenor-1#Vibrato#I Knew You Were Trouble#Vibrato_Group#0001,EN-Tenor-1,I Knew You Were Trouble,Vibrato_Group,positive_mix,clear_mix,0.051447,0.348553
English#EN-Tenor-1#Breathy#Shallow#Control_Group#0008,EN-Tenor-1,Shallow,Control_Group,positive_mix,clear_mix,0.051187,0.348813
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Take a Bow#Mixed_Voice_Group#0009,EN-Tenor-1,Take a Bow,Mixed_Voice_Group,positive_mix,clear_mix,0.050754,0.349246
English#EN-Tenor-1#Vibrato#Enchanted#Vibrato_Group#0007,EN-Tenor-1,Enchanted,Vibrato_Group,positive_mix,clear_mix,0.050568,0.349432
