item_name,singer,song_name,group_name,binary_role,mix_variant,mix_prob,threshold_gap
English#EN-Alto-2#Pharyngeal#Someone Like You#Control_Group#0005,EN-Alto-2,Someone Like You,Control_Group,positive_mix,clear_mix,0.271093,0.153907
English#EN-Alto-2#Vibrato#Someone Like You#Control_Group#0005,EN-Alto-2,Someone Like You,Control_Group,positive_mix,clear_mix,0.271093,0.153907
English#EN-Alto-1#Mixed_Voice_and_Falsetto#you raise me up#Mixed_Voice_Group#0010,EN-Alto-1,you raise me up,Mixed_Voice_Group,positive_mix,clear_mix,0.270793,0.154207
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#I Know Places#Mixed_Voice_Group#0003,EN-Tenor-1,I Know Places,Mixed_Voice_Group,positive_mix,clear_mix,0.270696,0.154304
English#EN-Alto-1#Breathy#innocence#Control_Group#0005,EN-Alto-1,innocence,Control_Group,positive_mix,clear_mix,0.270323,0.154677
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hey Jude#Mixed_Voice_Group#0005,EN-Alto-2,Hey Jude,Mixed_Voice_Group,positive_mix,clear_mix,0.269765,0.155235
English#EN-Alto-2#Vibrato#Young And Beautiful#Vibrato_Group#0003,EN-Alto-2,Young And Beautiful,Vibrato_Group,positive_mix,clear_mix,0.269488,0.155512
English#EN-Tenor-1#Glissando#Enchanted#Glissando_Group#0002,EN-Tenor-1,Enchanted,Glissando_Group,positive_mix,clear_mix,0.269087,0.155913
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hey Jude#Mixed_Voice_Group#0008,EN-Alto-2,Hey Jude,Mixed_Voice_Group,positive_mix,clear_mix,0.268767,0.156233
English#EN-Tenor-1#Glissando#You Belong With Me#Glissando_Group#0009,EN-Tenor-1,You Belong With Me,Glissando_Group,positive_mix,clear_mix,0.268479,0.156521
English#EN-Alto-1#Breathy#innocence#Breathy_Group#0000,EN-Alto-1,innocence,Breathy_Group,positive_mix,clear_mix,0.268082,0.156918
English#EN-Tenor-1#Pharyngeal#Always Remember Us This Way#Control_Group#0011,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.267516,0.157484
English#EN-Alto-2#Glissando#My Heart Will Go On#Glissando_Group#0008,EN-Alto-2,My Heart Will Go On,Glissando_Group,positive_mix,clear_mix,0.267513,0.157487
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Mixed_Voice_Group#0003,EN-Alto-1,let it go,Mixed_Voice_Group,positive_mix,clear_mix,0.266514,0.158486
English#EN-Alto-1#Breathy#sleepyhead#Control_Group#0011,EN-Alto-1,sleepyhead,Control_Group,positive_mix,clear_mix,0.265646,0.159354
English#EN-Tenor-1#Glissando#Always Remember Us This Way#Control_Group#0010,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.265158,0.159842
English#EN-Tenor-1#Pharyngeal#Always Remember Us This Way#Control_Group#0010,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.265158,0.159842
English#EN-Tenor-1#Vibrato#Always Remember Us This Way#Control_Group#0010,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.265158,0.159842
English#EN-Alto-2#Glissando#Safe and Sound#Glissando_Group#0001,EN-Alto-2,Safe and Sound,Glissando_Group,positive_mix,clear_mix,0.265153,0.159847
English#EN-Tenor-1#Glissando#All I Ask#Glissando_Group#0003,EN-Tenor-1,All I Ask,Glissando_Group,positive_mix,clear_mix,0.264639,0.160361
English#EN-Alto-1#Pharyngeal#beauty and the beast#Control_Group#0001,EN-Alto-1,beauty and the beast,Control_Group,positive_mix,clear_mix,0.263515,0.161485
English#EN-Alto-1#Breathy#innocence#Breathy_Group#0007,EN-Alto-1,innocence,Breathy_Group,positive_mix,clear_mix,0.262823,0.162177
English#EN-Alto-2#Pharyngeal#My Heart Will Go On#Control_Group#0001,EN-Alto-2,My Heart Will Go On,Control_Group,positive_mix,clear_mix,0.262699,0.162301
English#EN-Tenor-1#Glissando#What Was I Made For？#Glissando_Group#0005,EN-Tenor-1,What Was I Made For？,Glissando_Group,positive_mix,clear_mix,0.262057,0.162943
English#EN-Alto-2#Glissando#You Raise Me Up#Control_Group#0003,EN-Alto-2,You Raise Me Up,Control_Group,positive_mix,clear_mix,0.260785,0.164215
English#EN-Alto-2#Pharyngeal#You Raise Me Up#Control_Group#0003,EN-Alto-2,You Raise Me Up,Control_Group,positive_mix,clear_mix,0.260785,0.164215
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Mixed_Voice_Group#0020,EN-Alto-1,seasons in the sun,Mixed_Voice_Group,positive_mix,clear_mix,0.260295,0.164705
English#EN-Alto-1#Glissando#for the first time in forever#Control_Group#0011,EN-Alto-1,for the first time in forever,Control_Group,positive_mix,clear_mix,0.260292,0.164708
English#EN-Tenor-1#Vibrato#Someone Like You#Vibrato_Group#0001,EN-Tenor-1,Someone Like You,Vibrato_Group,positive_mix,clear_mix,0.259602,0.165398
English#EN-Tenor-1#Breathy#Shallow#Control_Group#0011,EN-Tenor-1,Shallow,Control_Group,positive_mix,clear_mix,0.259563,0.165437
English#EN-Tenor-1#Breathy#Always Remember Us This Way#Control_Group#0002,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.259525,0.165475
English#EN-Tenor-1#Glissando#Always Remember Us This Way#Control_Group#0002,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.259525,0.165475
English#EN-Tenor-1#Pharyngeal#Always Remember Us This Way#Control_Group#0002,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.259525,0.165475
English#EN-Tenor-1#Vibrato#Always Remember Us This Way#Control_Group#0002,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.259525,0.165475
English#EN-Alto-1#Breathy#innocence#Control_Group#0001,EN-Alto-1,innocence,Control_Group,positive_mix,clear_mix,0.259262,0.165738
English#EN-Tenor-1#Glissando#Enchanted#Glissando_Group#0007,EN-Tenor-1,Enchanted,Glissando_Group,positive_mix,clear_mix,0.259229,0.165771
English#EN-Alto-2#Breathy#Dream It Possible#Control_Group#0002,EN-Alto-2,Dream It Possible,Control_Group,positive_mix,clear_mix,0.259094,0.165906
English#EN-Alto-2#Glissando#Dream It Possible#Control_Group#0002,EN-Alto-2,Dream It Possible,Control_Group,positive_mix,clear_mix,0.259094,0.165906
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Dream It Possible#Mixed_Voice_Group#0002,EN-Alto-2,Dream It Possible,Mixed_Voice_Group,positive_mix,clear_mix,0.259094,0.165906
English#EN-Alto-2#Vibrato#Dream It Possible#Control_Group#0002,EN-Alto-2,Dream It Possible,Control_Group,positive_mix,clear_mix,0.259094,0.165906
English#EN-Alto-2#Glissando#Easy On Me#Glissando_Group#0000,EN-Alto-2,Easy On Me,Glissando_Group,positive_mix,clear_mix,0.258952,0.166048
English#EN-Alto-2#Glissando#All of Me#Glissando_Group#0005,EN-Alto-2,All of Me,Glissando_Group,positive_mix,clear_mix,0.258214,0.166786
English#EN-Tenor-1#Glissando#You Belong With Me#Glissando_Group#0003,EN-Tenor-1,You Belong With Me,Glissando_Group,positive_mix,clear_mix,0.258149,0.166851
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Mixed_Voice_Group#0005,EN-Alto-1,yesterday once more,Mixed_Voice_Group,positive_mix,clear_mix,0.257791,0.167209
English#EN-Alto-2#Glissando#Someone Like You#Control_Group#0003,EN-Alto-2,Someone Like You,Control_Group,positive_mix,clear_mix,0.257095,0.167905
English#EN-Alto-2#Glissando#My Heart Will Go On#Glissando_Group#0006,EN-Alto-2,My Heart Will Go On,Glissando_Group,positive_mix,clear_mix,0.256649,0.168351
English#EN-Alto-1#Breathy#innocence#Breathy_Group#0009,EN-Alto-1,innocence,Breathy_Group,positive_mix,clear_mix,0.256629,0.168371
English#EN-Alto-1#Mixed_Voice_and_Falsetto#all is found#Mixed_Voice_Group#0002,EN-Alto-1,all is found,Mixed_Voice_Group,positive_mix,clear_mix,0.25645,0.16855
English#EN-Alto-1#Glissando#rolling in the deep#Glissando_Group#0011,EN-Alto-1,rolling in the deep,Glissando_Group,positive_mix,clear_mix,0.256301,0.168699
English#EN-Tenor-1#Pharyngeal#Long Live#Control_Group#0001,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.25616,0.16884
English#EN-Alto-1#Breathy#safe and sound#Breathy_Group#0000,EN-Alto-1,safe and sound,Breathy_Group,positive_mix,clear_mix,0.256126,0.168874
English#EN-Tenor-1#Breathy#I Knew You Were Trouble#Control_Group#0005,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.255772,0.169228
English#EN-Tenor-1#Pharyngeal#I Knew You Were Trouble#Control_Group#0005,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.255772,0.169228
English#EN-Tenor-1#Vibrato#I Knew You Were Trouble#Control_Group#0005,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.255772,0.169228
English#EN-Alto-2#Glissando#A Thousand Years#Glissando_Group#0005,EN-Alto-2,A Thousand Years,Glissando_Group,positive_mix,clear_mix,0.255495,0.169505
English#EN-Tenor-1#Mixed_Voice_and_Falsetto#Shallow#Mixed_Voice_Group#0011,EN-Tenor-1,Shallow,Mixed_Voice_Group,positive_mix,clear_mix,0.255371,0.169629
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Raise Me Up#Mixed_Voice_Group#0003,EN-Alto-2,You Raise Me Up,Mixed_Voice_Group,positive_mix,clear_mix,0.254515,0.170485
English#EN-Alto-1#Vibrato#memory#Vibrato_Group#0007,EN-Alto-1,memory,Vibrato_Group,positive_mix,clear_mix,0.254477,0.170523
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Seasons of Love#Mixed_Voice_Group#0002,EN-Alto-2,Seasons of Love,Mixed_Voice_Group,positive_mix,clear_mix,0.254217,0.170783
English#EN-Alto-2#Vibrato#My Love#Control_Group#0000,EN-Alto-2,My Love,Control_Group,positive_mix,clear_mix,0.25343,0.17157
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Mixed_Voice_Group#0010,EN-Alto-2,City Of Stars,Mixed_Voice_Group,positive_mix,clear_mix,0.25308,0.17192
English#EN-Alto-1#Pharyngeal#beauty and the beast#Control_Group#0008,EN-Alto-1,beauty and the beast,Control_Group,positive_mix,clear_mix,0.253011,0.171989
English#EN-Tenor-1#Breathy#Unconditionally#Control_Group#0001,EN-Tenor-1,Unconditionally,Control_Group,positive_mix,clear_mix,0.252887,0.172113
English#EN-Tenor-1#Glissando#Unconditionally#Control_Group#0001,EN-Tenor-1,Unconditionally,Control_Group,positive_mix,clear_mix,0.252887,0.172113
English#EN-Tenor-1#Vibrato#Unconditionally#Control_Group#0001,EN-Tenor-1,Unconditionally,Control_Group,positive_mix,clear_mix,0.252887,0.172113
English#EN-Tenor-1#Glissando#I Knew You Were Trouble#Control_Group#0003,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.252665,0.172335
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Call Me Maybe#Mixed_Voice_Group#0000,EN-Alto-2,Call Me Maybe,Mixed_Voice_Group,positive_mix,clear_mix,0.252056,0.172944
English#EN-Alto-2#Glissando#All of Me#Glissando_Group#0002,EN-Alto-2,All of Me,Glissando_Group,positive_mix,clear_mix,0.252033,0.172967
English#EN-Alto-2#Glissando#My Love#Glissando_Group#0004,EN-Alto-2,My Love,Glissando_Group,positive_mix,clear_mix,0.251432,0.173568
English#EN-Alto-2#Pharyngeal#My Heart Will Go On#Control_Group#0010,EN-Alto-2,My Heart Will Go On,Control_Group,positive_mix,clear_mix,0.251318,0.173682
English#EN-Alto-1#Vibrato#if you love me for me#Control_Group#0002,EN-Alto-1,if you love me for me,Control_Group,positive_mix,clear_mix,0.251173,0.173827
English#EN-Alto-2#Breathy#Someone You Loved#Control_Group#0000,EN-Alto-2,Someone You Loved,Control_Group,positive_mix,clear_mix,0.250953,0.174047
English#EN-Alto-2#Glissando#Someone You Loved#Control_Group#0000,EN-Alto-2,Someone You Loved,Control_Group,positive_mix,clear_mix,0.250953,0.174047
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone You Loved#Mixed_Voice_Group#0000,EN-Alto-2,Someone You Loved,Mixed_Voice_Group,positive_mix,clear_mix,0.250953,0.174047
English#EN-Alto-2#Pharyngeal#Someone You Loved#Control_Group#0000,EN-Alto-2,Someone You Loved,Control_Group,positive_mix,clear_mix,0.250953,0.174047
English#EN-Alto-2#Vibrato#Someone You Loved#Control_Group#0000,EN-Alto-2,Someone You Loved,Control_Group,positive_mix,clear_mix,0.250953,0.174047
English#EN-Alto-1#Mixed_Voice_and_Falsetto#my love#Mixed_Voice_Group#0011,EN-Alto-1,my love,Mixed_Voice_Group,positive_mix,clear_mix,0.250198,0.174802
English#EN-Tenor-1#Glissando#Stay#Control_Group#0001,EN-Tenor-1,Stay,Control_Group,positive_mix,clear_mix,0.249129,0.175871
English#EN-Tenor-1#Breathy#Long Live#Control_Group#0004,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.248916,0.176084
English#EN-Tenor-1#Glissando#Long Live#Control_Group#0004,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.248916,0.176084
English#EN-Tenor-1#Pharyngeal#Long Live#Control_Group#0004,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.248916,0.176084
English#EN-Tenor-1#Vibrato#Long Live#Control_Group#0004,EN-Tenor-1,Long Live,Control_Group,positive_mix,clear_mix,0.248916,0.176084
English#EN-Alto-2#Glissando#My Heart Will Go On#Control_Group#0003,EN-Alto-2,My Heart Will Go On,Control_Group,positive_mix,clear_mix,0.248914,0.176086
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Five Hundred Miles#Mixed_Voice_Group#0003,EN-Alto-2,Five Hundred Miles,Mixed_Voice_Group,positive_mix,clear_mix,0.248486,0.176514
English#EN-Alto-2#Glissando#Someone Like You#Glissando_Group#0002,EN-Alto-2,Someone Like You,Glissando_Group,positive_mix,clear_mix,0.247704,0.177296
English#EN-Tenor-1#Glissando#Enchanted#Glissando_Group#0001,EN-Tenor-1,Enchanted,Glissando_Group,positive_mix,clear_mix,0.24769,0.17731
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let Her Go#Mixed_Voice_Group#0000,EN-Alto-2,Let Her Go,Mixed_Voice_Group,positive_mix,clear_mix,0.24744,0.17756
English#EN-Tenor-1#Vibrato#Long Live#Vibrato_Group#0010,EN-Tenor-1,Long Live,Vibrato_Group,positive_mix,clear_mix,0.247396,0.177604
English#EN-Alto-2#Vibrato#My Heart Will Go On#Vibrato_Group#0002,EN-Alto-2,My Heart Will Go On,Vibrato_Group,positive_mix,clear_mix,0.247283,0.177717
English#EN-Alto-2#Breathy#Someone Like You#Control_Group#0001,EN-Alto-2,Someone Like You,Control_Group,positive_mix,clear_mix,0.246907,0.178093
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Mixed_Voice_Group#0001,EN-Alto-2,Someone Like You,Mixed_Voice_Group,positive_mix,clear_mix,0.246907,0.178093
English#EN-Alto-2#Pharyngeal#Someone Like You#Control_Group#0001,EN-Alto-2,Someone Like You,Control_Group,positive_mix,clear_mix,0.246907,0.178093
English#EN-Alto-1#Pharyngeal#clouds#Control_Group#0015,EN-Alto-1,clouds,Control_Group,positive_mix,clear_mix,0.246656,0.178344
English#EN-Alto-2#Pharyngeal#Dream It Possible#Control_Group#0001,EN-Alto-2,Dream It Possible,Control_Group,positive_mix,clear_mix,0.246373,0.178627
English#EN-Alto-1#Vibrato#memory#Control_Group#0008,EN-Alto-1,memory,Control_Group,positive_mix,clear_mix,0.245648,0.179352
English#EN-Alto-1#Breathy#all is found#Control_Group#0007,EN-Alto-1,all is found,Control_Group,positive_mix,clear_mix,0.245606,0.179394
English#EN-Tenor-1#Glissando#You Belong With Me#Control_Group#0003,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.245503,0.179497
English#EN-Tenor-1#Glissando#I Knew You Were Trouble#Control_Group#0008,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.245234,0.179766
English#EN-Alto-2#Glissando#My Heart Will Go On#Glissando_Group#0005,EN-Alto-2,My Heart Will Go On,Glissando_Group,positive_mix,clear_mix,0.244737,0.180263
English#EN-Alto-1#Pharyngeal#who says#Control_Group#0002,EN-Alto-1,who says,Control_Group,positive_mix,clear_mix,0.244313,0.180687
English#EN-Alto-1#Glissando#for the first time in forever#Control_Group#0010,EN-Alto-1,for the first time in forever,Control_Group,positive_mix,clear_mix,0.243941,0.181059
English#EN-Alto-1#Glissando#god is a girl#Control_Group#0000,EN-Alto-1,god is a girl,Control_Group,positive_mix,clear_mix,0.242675,0.182325
English#EN-Alto-1#Mixed_Voice_and_Falsetto#yesterday once more#Mixed_Voice_Group#0004,EN-Alto-1,yesterday once more,Mixed_Voice_Group,positive_mix,clear_mix,0.242526,0.182474
English#EN-Alto-1#Breathy#innocence#Breathy_Group#0006,EN-Alto-1,innocence,Breathy_Group,positive_mix,clear_mix,0.242381,0.182619
English#EN-Alto-2#Glissando#Love Me Like You Do#Glissando_Group#0005,EN-Alto-2,Love Me Like You Do,Glissando_Group,positive_mix,clear_mix,0.242206,0.182794
English#EN-Alto-1#Vibrato#edelweiss#Vibrato_Group#0000,EN-Alto-1,edelweiss,Vibrato_Group,positive_mix,clear_mix,0.242197,0.182803
English#EN-Alto-2#Glissando#Yesterday Once More#Glissando_Group#0007,EN-Alto-2,Yesterday Once More,Glissando_Group,positive_mix,clear_mix,0.24203,0.18297
English#EN-Tenor-1#Vibrato#I Knew You Were Trouble#Control_Group#0006,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.240896,0.184104
English#EN-Alto-1#Breathy#let it go#Control_Group#0005,EN-Alto-1,let it go,Control_Group,positive_mix,clear_mix,0.240895,0.184105
English#EN-Tenor-1#Vibrato#Shallow#Control_Group#0001,EN-Tenor-1,Shallow,Control_Group,positive_mix,clear_mix,0.240093,0.184907
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Raise Me Up#Mixed_Voice_Group#0001,EN-Alto-2,You Raise Me Up,Mixed_Voice_Group,positive_mix,breathy_mix,0.239522,0.185478
English#EN-Alto-2#Glissando#Safe and Sound#Glissando_Group#0004,EN-Alto-2,Safe and Sound,Glissando_Group,positive_mix,clear_mix,0.239373,0.185627
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hey Jude#Mixed_Voice_Group#0006,EN-Alto-2,Hey Jude,Mixed_Voice_Group,positive_mix,clear_mix,0.239223,0.185777
English#EN-Tenor-1#Glissando#What Was I Made For？#Glissando_Group#0000,EN-Tenor-1,What Was I Made For？,Glissando_Group,positive_mix,clear_mix,0.239184,0.185816
English#EN-Tenor-1#Pharyngeal#Always Remember Us This Way#Control_Group#0012,EN-Tenor-1,Always Remember Us This Way,Control_Group,positive_mix,clear_mix,0.239139,0.185861
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Five Hundred Miles#Mixed_Voice_Group#0008,EN-Alto-2,Five Hundred Miles,Mixed_Voice_Group,positive_mix,clear_mix,0.239028,0.185972
English#EN-Alto-2#Vibrato#Easy On Me#Vibrato_Group#0006,EN-Alto-2,Easy On Me,Vibrato_Group,positive_mix,clear_mix,0.238751,0.186249
English#EN-Tenor-1#Glissando#What Was I Made For？#Glissando_Group#0003,EN-Tenor-1,What Was I Made For？,Glissando_Group,positive_mix,clear_mix,0.238595,0.186405
English#EN-Tenor-1#Glissando#Rolling in the Deep#Glissando_Group#0001,EN-Tenor-1,Rolling in the Deep,Glissando_Group,positive_mix,clear_mix,0.238408,0.186592
English#EN-Tenor-1#Breathy#Shallow#Control_Group#0013,EN-Tenor-1,Shallow,Control_Group,positive_mix,clear_mix,0.238252,0.186748
English#EN-Alto-1#Glissando#for the first time in forever#Glissando_Group#0008,EN-Alto-1,for the first time in forever,Glissando_Group,positive_mix,clear_mix,0.238214,0.186786
English#EN-Tenor-1#Vibrato#You Belong With Me#Control_Group#0009,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.23803,0.18697
English#EN-Tenor-1#Breathy#You Belong With Me#Control_Group#0009,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.238002,0.186998
English#EN-Tenor-1#Pharyngeal#You Belong With Me#Control_Group#0009,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.238002,0.186998
English#EN-Alto-1#Glissando#my love#Control_Group#0005,EN-Alto-1,my love,Control_Group,positive_mix,clear_mix,0.237976,0.187024
English#EN-Alto-1#Breathy#sleepyhead#Control_Group#0005,EN-Alto-1,sleepyhead,Control_Group,positive_mix,clear_mix,0.237974,0.187026
English#EN-Alto-1#Pharyngeal#love stroy#Control_Group#0008,EN-Alto-1,love stroy,Control_Group,positive_mix,clear_mix,0.237964,0.187036
English#EN-Alto-2#Vibrato#Love Me Like You Do#Vibrato_Group#0007,EN-Alto-2,Love Me Like You Do,Vibrato_Group,positive_mix,clear_mix,0.23748,0.18752
English#EN-Alto-2#Breathy#Someone Like You#Control_Group#0002,EN-Alto-2,Someone Like You,Control_Group,positive_mix,clear_mix,0.236783,0.188217
English#EN-Alto-2#Pharyngeal#Someone Like You#Control_Group#0002,EN-Alto-2,Someone Like You,Control_Group,positive_mix,clear_mix,0.236783,0.188217
English#EN-Tenor-1#Glissando#What Was I Made For？#Control_Group#0004,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.236596,0.188404
English#EN-Tenor-1#Breathy#Enchanted#Control_Group#0004,EN-Tenor-1,Enchanted,Control_Group,positive_mix,clear_mix,0.236066,0.188934
English#EN-Tenor-1#Pharyngeal#Enchanted#Control_Group#0004,EN-Tenor-1,Enchanted,Control_Group,positive_mix,clear_mix,0.236066,0.188934
English#EN-Tenor-1#Vibrato#Enchanted#Control_Group#0004,EN-Tenor-1,Enchanted,Control_Group,positive_mix,clear_mix,0.236066,0.188934
English#EN-Alto-1#Mixed_Voice_and_Falsetto#Arriety's song#Mixed_Voice_Group#0001,EN-Alto-1,Arriety's song,Mixed_Voice_Group,positive_mix,clear_mix,0.235581,0.189419
English#EN-Alto-1#Vibrato#if you love me for me#Control_Group#0004,EN-Alto-1,if you love me for me,Control_Group,positive_mix,clear_mix,0.235458,0.189542
English#EN-Alto-2#Vibrato#You Raise Me Up#Control_Group#0000,EN-Alto-2,You Raise Me Up,Control_Group,positive_mix,clear_mix,0.235398,0.189602
English#EN-Alto-1#Glissando#trouble is a friend#Control_Group#0007,EN-Alto-1,trouble is a friend,Control_Group,positive_mix,clear_mix,0.235227,0.189773
English#EN-Alto-2#Vibrato#You Raise Me Up#Vibrato_Group#0007,EN-Alto-2,You Raise Me Up,Vibrato_Group,positive_mix,clear_mix,0.235019,0.189981
English#EN-Alto-1#Pharyngeal#beauty and the beast#Pharyngeal_Group#0003,EN-Alto-1,beauty and the beast,Pharyngeal_Group,positive_mix,clear_mix,0.234248,0.190752
English#EN-Alto-1#Glissando#for the first time in forever#Glissando_Group#0005,EN-Alto-1,for the first time in forever,Glissando_Group,positive_mix,clear_mix,0.233905,0.191095
English#EN-Alto-2#Vibrato#My Heart Will Go On#Vibrato_Group#0010,EN-Alto-2,My Heart Will Go On,Vibrato_Group,positive_mix,clear_mix,0.233793,0.191207
English#EN-Tenor-1#Vibrato#All I Ask#Control_Group#0004,EN-Tenor-1,All I Ask,Control_Group,positive_mix,clear_mix,0.233046,0.191954
English#EN-Tenor-1#Breathy#All I Ask#Control_Group#0004,EN-Tenor-1,All I Ask,Control_Group,positive_mix,clear_mix,0.232871,0.192129
English#EN-Tenor-1#Pharyngeal#All I Ask#Control_Group#0004,EN-Tenor-1,All I Ask,Control_Group,positive_mix,clear_mix,0.232871,0.192129
English#EN-Alto-1#Glissando#god is a girl#Glissando_Group#0004,EN-Alto-1,god is a girl,Glissando_Group,positive_mix,clear_mix,0.232752,0.192248
English#EN-Tenor-1#Breathy#I Knew You Were Trouble#Control_Group#0007,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.232591,0.192409
English#EN-Tenor-1#Pharyngeal#I Knew You Were Trouble#Control_Group#0007,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.232591,0.192409
English#EN-Tenor-1#Vibrato#I Knew You Were Trouble#Control_Group#0008,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.232591,0.192409
English#EN-Tenor-1#Glissando#You Belong With Me#Control_Group#0002,EN-Tenor-1,You Belong With Me,Control_Group,positive_mix,clear_mix,0.232283,0.192717
English#EN-Tenor-1#Glissando#You Belong With Me#Glissando_Group#0004,EN-Tenor-1,You Belong With Me,Glissando_Group,positive_mix,clear_mix,0.232145,0.192855
English#EN-Tenor-1#Pharyngeal#What Was I Made For？#Control_Group#0004,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.231952,0.193048
English#EN-Alto-1#Mixed_Voice_and_Falsetto#let it go#Mixed_Voice_Group#0001,EN-Alto-1,let it go,Mixed_Voice_Group,positive_mix,clear_mix,0.231866,0.193134
English#EN-Tenor-1#Breathy#I Knew You Were Trouble#Control_Group#0008,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.231778,0.193222
English#EN-Tenor-1#Vibrato#I Knew You Were Trouble#Control_Group#0009,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.231778,0.193222
English#EN-Tenor-1#Breathy#I Knew You Were Trouble#Control_Group#0000,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.231594,0.193406
English#EN-Tenor-1#Pharyngeal#I Knew You Were Trouble#Control_Group#0000,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.231594,0.193406
English#EN-Tenor-1#Vibrato#I Knew You Were Trouble#Control_Group#0000,EN-Tenor-1,I Knew You Were Trouble,Control_Group,positive_mix,clear_mix,0.231594,0.193406
English#EN-Tenor-1#Glissando#What Was I Made For？#Control_Group#0006,EN-Tenor-1,What Was I Made For？,Control_Group,positive_mix,clear_mix,0.23126,0.19374
English#EN-Tenor-1#Breathy#Unconditionally#Control_Group#0000,EN-Tenor-1,Unconditionally,Control_Group,positive_mix,clear_mix,0.231033,0.193967
English#EN-Tenor-1#Glissando#Unconditionally#Control_Group#0000,EN-Tenor-1,Unconditionally,Control_Group,positive_mix,clear_mix,0.231033,0.193967
English#EN-Tenor-1#Vibrato#Unconditionally#Control_Group#0000,EN-Tenor-1,Unconditionally,Control_Group,positive_mix,clear_mix,0.231033,0.193967
English#EN-Alto-1#Glissando#tell me that you love me#Glissando_Group#0004,EN-Alto-1,tell me that you love me,Glissando_Group,positive_mix,clear_mix,0.230998,0.194002
English#EN-Alto-2#Vibrato#A Thousand Years#Vibrato_Group#0005,EN-Alto-2,A Thousand Years,Vibrato_Group,positive_mix,clear_mix,0.230312,0.194688
English#EN-Alto-1#Mixed_Voice_and_Falsetto#seasons in the sun#Mixed_Voice_Group#0014,EN-Alto-1,seasons in the sun,Mixed_Voice_Group,positive_mix,clear_mix,0.230231,0.194769
English#EN-Alto-2#Vibrato#Love Story#Vibrato_Group#0004,EN-Alto-2,Love Story,Vibrato_Group,positive_mix,clear_mix,0.230139,0.194861
